y_field,Ic
8.5e-05,1.15e-05
8.52e-05,1.12e-05
8.54e-05,1.13e-05
8.56e-05,1.19e-05
8.58e-05,1.2e-05
8.6e-05,1.25e-05
8.62e-05,1.25e-05
8.64e-05,1.24e-05
8.66e-05,1.28e-05
8.68e-05,1.26e-05
8.7e-05,1.29e-05
8.72e-05,1.28e-05
8.74e-05,1.25e-05
8.76e-05,1.27e-05
8.78e-05,1.2e-05
8.8e-05,1.15e-05
8.82e-05,1.14e-05
8.84e-05,1.12e-05
8.86e-05,1.1e-05
8.88e-05,1.06e-05
8.9e-05,1e-05
8.92e-05,9.1e-06
8.94e-05,9.3e-06
8.96e-05,7.7e-06
8.98e-05,7.7e-06
9e-05,7.7e-06
9.02e-05,7.8e-06
9.04e-05,7.7e-06
9.06e-05,8.3e-06
9.08e-05,7.9e-06
9.1e-05,8.1e-06
9.12e-05,8.4e-06
9.14e-05,8.5e-06
9.16e-05,9e-06
9.18e-05,9e-06
9.2e-05,9.5e-06
9.22e-05,9.5e-06
9.24e-05,9.7e-06
9.26e-05,1.01e-05
9.28e-05,1.05e-05
9.3e-05,1.13e-05
9.32e-05,1.14e-05
9.34e-05,1.18e-05
9.36e-05,1.16e-05
9.38e-05,1.18e-05
9.4e-05,1.2e-05
9.42e-05,1.27e-05
9.44e-05,1.25e-05
9.46e-05,1.26e-05
9.48e-05,1.28e-05
9.5e-05,1.3e-05
9.52e-05,1.28e-05
9.54e-05,1.31e-05
9.56e-05,1.3e-05
9.58e-05,1.3e-05
9.6e-05,1.29e-05
9.62e-05,1.28e-05
9.64e-05,1.23e-05
9.66e-05,1.18e-05
9.68e-05,1.14e-05
9.7e-05,1.12e-05
9.72e-05,1.04e-05
9.74e-05,9.3e-06
9.76e-05,9.6e-06
9.78e-05,9.3e-06
9.8e-05,8.2e-06
9.82e-05,7.7e-06
9.84e-05,7.7e-06
9.86e-05,7.8e-06
9.88e-05,8e-06
9.9e-05,8.4e-06
9.92e-05,8.3e-06
9.94e-05,8.3e-06
9.96e-05,9.5e-06
9.98e-05,9.3e-06
0.0001,9.4e-06
0.0001002,9.7e-06
0.0001004,1.02e-05
0.0001006,1.02e-05
0.0001008,1.04e-05
0.000101,1.09e-05
0.0001012,1.13e-05
0.0001014,1.15e-05
0.0001016,1.18e-05
0.0001018,1.14e-05
0.000102,1.16e-05
0.0001022,1.22e-05
0.0001024,1.28e-05
0.0001026,1.29e-05
0.0001028,1.3e-05
0.000103,1.31e-05
0.0001032,1.31e-05
0.0001034,1.31e-05
0.0001036,1.31e-05
0.0001038,1.28e-05
0.000104,1.23e-05
0.0001042,1.24e-05
0.0001044,1.24e-05
0.0001046,1.2e-05
0.0001048,1.13e-05
0.000105,1.03e-05
0.0001052,1.04e-05
0.0001054,9.5e-06
0.0001056,9.4e-06
0.0001058,7.8e-06
0.000106,8e-06
0.0001062,7.7e-06
0.0001064,7.9e-06
0.0001066,7.9e-06
0.0001068,8.2e-06
0.000107,8.4e-06
0.0001072,8.4e-06
0.0001074,8.6e-06
0.0001076,8.9e-06
0.0001078,9.1e-06
0.000108,9.4e-06
0.0001082,9.4e-06
0.0001084,9.9e-06
0.0001086,1.06e-05
0.0001088,1.02e-05
0.000109,1.08e-05
0.0001092,1.15e-05
0.0001094,1.11e-05
0.0001096,1.14e-05
0.0001098,1.21e-05
0.00011,1.18e-05
0.0001102,1.23e-05
0.0001104,1.25e-05
0.0001106,1.29e-05
0.0001108,1.29e-05
0.000111,1.3e-05
0.0001112,1.31e-05
0.0001114,1.3e-05
0.0001116,1.3e-05
0.0001118,1.31e-05
0.000112,1.28e-05
0.0001122,1.25e-05
0.0001124,1.23e-05
0.0001126,1.15e-05
0.0001128,1.19e-05
0.000113,1.15e-05
0.0001132,1.11e-05
0.0001134,1.09e-05
0.0001136,1.02e-05
0.0001138,8.8e-06
0.000114,9.1e-06
0.0001142,8.5e-06
0.0001144,7.8e-06
0.0001146,7.7e-06
0.0001148,8.1e-06
0.000115,8.3e-06
