y_field,Ic
0.001285,7.8e-07
0.0012852,7e-07
0.0012854,6.6e-07
0.0012856,6.4e-07
0.0012858,6.1e-07
0.001286,5.5e-07
0.0012862,6.6e-07
0.0012864,5.6e-07
0.0012866,5e-07
0.0012868,4.3e-07
0.001287,3.8e-07
0.0012872,3.7e-07
0.0012874,3.4e-07
0.0012876,3.4e-07
0.0012878,3.5e-07
0.001288,3.5e-07
0.0012882,3.4e-07
0.0012884,3.3e-07
0.0012886,3.4e-07
0.0012888,3.3e-07
0.001289,3.4e-07
0.0012892,3.4e-07
0.0012894,3.9e-07
0.0012896,3.7e-07
0.0012898,3.8e-07
0.00129,4e-07
0.0012902,5.4e-07
0.0012904,4.9e-07
0.0012906,5.8e-07
0.0012908,5.4e-07
0.001291,6.4e-07
0.0012912,6.7e-07
0.0012914,7.9e-07
0.0012916,9.2e-07
0.0012918,9e-07
0.001292,9.3e-07
0.0012922,8.6e-07
0.0012924,9.5e-07
0.0012926,8.8e-07
0.0012928,8.3e-07
0.001293,8.3e-07
0.0012932,7e-07
0.0012934,7.6e-07
0.0012936,6.8e-07
0.0012938,6.1e-07
0.001294,5.4e-07
0.0012942,5.6e-07
0.0012944,4.3e-07
0.0012946,3.9e-07
0.0012948,4.5e-07
0.001295,3.6e-07
0.0012952,4e-07
0.0012954,3.4e-07
0.0012956,3.4e-07
0.0012958,3.4e-07
0.001296,3.4e-07
0.0012962,3.3e-07
0.0012964,3.3e-07
0.0012966,3.4e-07
0.0012968,3.3e-07
0.001297,3.5e-07
0.0012972,3.6e-07
0.0012974,3.5e-07
0.0012976,3.7e-07
0.0012978,4.2e-07
0.001298,4.2e-07
0.0012982,4.4e-07
0.0012984,6e-07
0.0012986,4.5e-07
0.0012988,6.5e-07
0.001299,7e-07
0.0012992,7.2e-07
0.0012994,7.1e-07
0.0012996,8.5e-07
0.0012998,8.4e-07
0.0013,8.6e-07
0.0013002,9.6e-07
0.0013004,8.8e-07
0.0013006,9.1e-07
0.0013008,8.6e-07
0.001301,7.8e-07
0.0013012,9e-07
0.0013014,7.8e-07
0.0013016,6.4e-07
0.0013018,6.5e-07
0.001302,4.8e-07
0.0013022,5e-07
0.0013024,4.8e-07
0.0013026,4.3e-07
0.0013028,4.2e-07
0.001303,4.4e-07
0.0013032,3.3e-07
0.0013034,3.4e-07
0.0013036,3.6e-07
0.0013038,3.4e-07
0.001304,3.4e-07
0.0013042,3.3e-07
0.0013044,3.4e-07
0.0013046,3.4e-07
0.0013048,3.4e-07
0.001305,3.4e-07
0.0013052,3.5e-07
0.0013054,3.5e-07
0.0013056,3.9e-07
0.0013058,3.8e-07
0.001306,4e-07
0.0013062,3.9e-07
0.0013064,5.1e-07
0.0013066,5.6e-07
0.0013068,6e-07
0.001307,7.7e-07
0.0013072,7.3e-07
0.0013074,7.2e-07
0.0013076,8.3e-07
0.0013078,8.5e-07
0.001308,8.3e-07
0.0013082,9.8e-07
0.0013084,9.5e-07
0.0013086,8.7e-07
0.0013088,8.6e-07
0.001309,7.7e-07
0.0013092,7.6e-07
0.0013094,6.3e-07
0.0013096,6e-07
0.0013098,5.3e-07
0.00131,4.8e-07
0.0013102,4.8e-07
0.0013104,4.9e-07
0.0013106,3.9e-07
0.0013108,3.7e-07
0.001311,3.5e-07
0.0013112,3.5e-07
0.0013114,3.5e-07
0.0013116,3.4e-07
0.0013118,3.4e-07
0.001312,3.4e-07
0.0013122,3.4e-07
0.0013124,3.4e-07
0.0013126,3.5e-07
0.0013128,3.4e-07
0.001313,3.4e-07
0.0013132,3.4e-07
0.0013134,3.4e-07
0.0013136,3.6e-07
0.0013138,3.9e-07
0.001314,4.2e-07
0.0013142,5.5e-07
0.0013144,5.4e-07
0.0013146,5.3e-07
0.0013148,7.6e-07
0.001315,7.1e-07
