y_field,Ic
-1.5e-05,2.84e-05
-1.48e-05,2.78e-05
-1.46e-05,2.76e-05
-1.44e-05,2.76e-05
-1.42e-05,2.76e-05
-1.4e-05,2.74e-05
-1.38e-05,2.74e-05
-1.36e-05,2.8e-05
-1.34e-05,2.78e-05
-1.32e-05,2.8e-05
-1.3e-05,2.78e-05
-1.28e-05,2.86e-05
-1.26e-05,2.84e-05
-1.24e-05,2.84e-05
-1.22e-05,2.8e-05
-1.2e-05,2.82e-05
-1.18e-05,2.76e-05
-1.16e-05,2.72e-05
-1.14e-05,2.64e-05
-1.12e-05,2.72e-05
-1.1e-05,2.6e-05
-1.08e-05,2.48e-05
-1.06e-05,2.38e-05
-1.04e-05,2.34e-05
-1.02e-05,2.26e-05
-1e-05,2.06e-05
-9.8e-06,2.02e-05
-9.6e-06,1.96e-05
-9.4e-06,1.98e-05
-9.2e-06,1.88e-05
-9e-06,1.86e-05
-8.8e-06,1.94e-05
-8.6e-06,1.84e-05
-8.4e-06,2e-05
-8.2e-06,1.98e-05
-8e-06,2.04e-05
-7.8e-06,2.06e-05
-7.6e-06,2.2e-05
-7.4e-06,2.18e-05
-7.2e-06,2.22e-05
-7e-06,2.28e-05
-6.8e-06,2.34e-05
-6.6e-06,2.38e-05
-6.4e-06,2.5e-05
-6.2e-06,2.52e-05
-6e-06,2.5e-05
-5.8e-06,2.6e-05
-5.6e-06,2.6e-05
-5.4e-06,2.68e-05
-5.2e-06,2.72e-05
-5e-06,2.76e-05
-4.8e-06,2.76e-05
-4.6e-06,2.78e-05
-4.4e-06,2.8e-05
-4.2e-06,2.8e-05
-4e-06,2.72e-05
-3.8e-06,2.78e-05
-3.6e-06,2.62e-05
-3.4e-06,2.54e-05
-3.2e-06,2.66e-05
-3e-06,2.64e-05
-2.8e-06,2.44e-05
-2.6e-06,2.3e-05
-2.4e-06,2.28e-05
-2.2e-06,2.2e-05
-2e-06,2.1e-05
-1.8e-06,1.94e-05
-1.6e-06,1.86e-05
-1.4e-06,1.96e-05
-1.2e-06,1.96e-05
-9.99999999999999e-07,1.86e-05
-7.99999999999999e-07,1.82e-05
-5.99999999999999e-07,2e-05
-4e-07,2e-05
-2e-07,2.04e-05
1.6940658945086001e-21,2.1e-05
2.00000000000001e-07,2.06e-05
4.00000000000001e-07,2.16e-05
5.99999999999999e-07,2.24e-05
8.00000000000001e-07,2.26e-05
1e-06,2.36e-05
1.2e-06,2.3e-05
1.4e-06,2.44e-05
1.6e-06,2.5e-05
1.8e-06,2.48e-05
2e-06,2.52e-05
2.2e-06,2.7e-05
2.4e-06,2.66e-05
2.6e-06,2.66e-05
2.8e-06,2.7e-05
3e-06,2.76e-05
3.2e-06,2.78e-05
3.4e-06,2.78e-05
3.6e-06,2.76e-05
3.8e-06,2.62e-05
4e-06,2.66e-05
4.2e-06,2.64e-05
4.4e-06,2.6e-05
4.6e-06,2.5e-05
4.8e-06,2.38e-05
5e-06,2.36e-05
5.2e-06,2.3e-05
5.4e-06,2.22e-05
5.6e-06,2.16e-05
5.8e-06,2e-05
6e-06,1.98e-05
6.2e-06,1.94e-05
6.4e-06,1.9e-05
6.6e-06,1.82e-05
6.8e-06,1.92e-05
7e-06,1.82e-05
7.2e-06,1.9e-05
7.4e-06,2.06e-05
7.6e-06,2.02e-05
7.8e-06,2.12e-05
8e-06,2.16e-05
8.2e-06,2.26e-05
8.4e-06,2.26e-05
8.6e-06,2.32e-05
8.8e-06,2.36e-05
9e-06,2.4e-05
9.2e-06,2.46e-05
9.4e-06,2.54e-05
9.6e-06,2.52e-05
9.8e-06,2.6e-05
1e-05,2.62e-05
1.02e-05,2.66e-05
1.04e-05,2.72e-05
1.06e-05,2.7e-05
1.08e-05,2.76e-05
1.1e-05,2.76e-05
1.12e-05,2.78e-05
1.14e-05,2.78e-05
1.16e-05,2.78e-05
1.18e-05,2.78e-05
1.2e-05,2.7e-05
1.22e-05,2.72e-05
1.24e-05,2.62e-05
1.26e-05,2.5e-05
1.28e-05,2.34e-05
1.3e-05,2.34e-05
1.32e-05,2.24e-05
1.34e-05,2.16e-05
1.36e-05,2.04e-05
1.38e-05,2.02e-05
1.4e-05,1.98e-05
1.42e-05,1.84e-05
1.44e-05,1.86e-05
1.46e-05,1.8e-05
1.48e-05,1.92e-05
1.5e-05,2.08e-05
