y_field,Ic
0.001085,1.55e-06
0.0010852,1.5e-06
0.0010854,1.55e-06
0.0010856,1.55e-06
0.0010858,1.55e-06
0.001086,1.55e-06
0.0010862,1.5e-06
0.0010864,1.55e-06
0.0010866,1.55e-06
0.0010868,1.55e-06
0.001087,1.6e-06
0.0010872,1.65e-06
0.0010874,1.7e-06
0.0010876,1.7e-06
0.0010878,1.6e-06
0.001088,1.8e-06
0.0010882,1.75e-06
0.0010884,1.8e-06
0.0010886,1.8e-06
0.0010888,1.8e-06
0.001089,1.8e-06
0.0010892,1.85e-06
0.0010894,1.8e-06
0.0010896,1.75e-06
0.0010898,1.8e-06
0.00109,1.8e-06
0.0010902,1.75e-06
0.0010904,1.75e-06
0.0010906,1.7e-06
0.0010908,1.7e-06
0.001091,1.7e-06
0.0010912,1.65e-06
0.0010914,1.65e-06
0.0010916,1.65e-06
0.0010918,1.6e-06
0.001092,1.6e-06
0.0010922,1.6e-06
0.0010924,1.55e-06
0.0010926,1.55e-06
0.0010928,1.55e-06
0.001093,1.55e-06
0.0010932,1.5e-06
0.0010934,1.55e-06
0.0010936,1.55e-06
0.0010938,1.55e-06
0.001094,1.6e-06
0.0010942,1.55e-06
0.0010944,1.6e-06
0.0010946,1.6e-06
0.0010948,1.6e-06
0.001095,1.65e-06
0.0010952,1.65e-06
0.0010954,1.65e-06
0.0010956,1.65e-06
0.0010958,1.7e-06
0.001096,1.75e-06
0.0010962,1.65e-06
0.0010964,1.8e-06
0.0010966,1.75e-06
0.0010968,1.8e-06
0.001097,1.75e-06
0.0010972,1.8e-06
0.0010974,1.85e-06
0.0010976,1.8e-06
0.0010978,1.8e-06
0.001098,1.8e-06
0.0010982,1.75e-06
0.0010984,1.75e-06
0.0010986,1.65e-06
0.0010988,1.7e-06
0.001099,1.65e-06
0.0010992,1.65e-06
0.0010994,1.65e-06
0.0010996,1.6e-06
0.0010998,1.6e-06
0.0011,1.55e-06
0.0011002,1.55e-06
0.0011004,1.55e-06
0.0011006,1.55e-06
0.0011008,1.55e-06
0.001101,1.55e-06
0.0011012,1.55e-06
0.0011014,1.55e-06
0.0011016,1.5e-06
0.0011018,1.55e-06
0.001102,1.5e-06
0.0011022,1.55e-06
0.0011024,1.6e-06
0.0011026,1.6e-06
0.0011028,1.6e-06
0.001103,1.65e-06
0.0011032,1.6e-06
0.0011034,1.65e-06
0.0011036,1.65e-06
0.0011038,1.75e-06
0.001104,1.7e-06
0.0011042,1.75e-06
0.0011044,1.75e-06
0.0011046,1.75e-06
0.0011048,1.8e-06
0.001105,1.8e-06
0.0011052,1.75e-06
0.0011054,1.8e-06
0.0011056,1.8e-06
0.0011058,1.75e-06
0.001106,1.7e-06
0.0011062,1.7e-06
0.0011064,1.7e-06
0.0011066,1.65e-06
0.0011068,1.65e-06
0.001107,1.6e-06
0.0011072,1.6e-06
0.0011074,1.65e-06
0.0011076,1.65e-06
