Phi_ext,I_s_original,I_s_trend,I_s_detrended,I_s_ls_fit
0.0028988,2.22e-06,1.7017933039101042e-06,5.182066960898957e-07,2.2352183493654724e-06
0.002899,2.16e-06,1.7024525037574223e-06,4.5754749624257773e-07,2.2417567193126747e-06
0.0028992,2.22e-06,1.7031117036047405e-06,5.168882963952594e-07,2.238636182080784e-06
0.0028994,1.98e-06,1.703770903452057e-06,2.7622909654794316e-07,2.2259228228779146e-06
0.0028996,2.04e-06,1.7044301032993734e-06,3.3556989670062656e-07,2.2038504485448815e-06
0.0028998,1.98e-06,1.7050893031466915e-06,2.7491069685330856e-07,2.172816499649828e-06
0.0029,1.92e-06,1.705748502994008e-06,2.1425149700599184e-07,2.1333751016071286e-06
0.0029002,1.86e-06,1.7064077028413261e-06,1.5359229715867384e-07,2.0862273763297866e-06
0.0029004,1.86e-06,1.7070669026886426e-06,1.529330973113574e-07,2.03220918371243e-06
0.0029006,1.68e-06,1.7077261025359607e-06,-2.7726102535960725e-08,1.9722765074416813e-06
0.0029008,1.68e-06,1.7083853023832772e-06,-2.8385302383277177e-08,1.9074887404731956e-06
0.002901,1.56e-06,1.7090445022305953e-06,-1.4904450223059523e-07,1.8389901625588628e-06
0.0029012,1.68e-06,1.7097037020779135e-06,-2.970370207791347e-08,1.767989933529599e-06
0.0029014,1.56e-06,1.71036290192523e-06,-1.5036290192522983e-07,1.6957409522813272e-06
0.0029016,1.44e-06,1.7110221017725464e-06,-2.710221017725464e-07,1.6235179509885953e-06
0.0029018,1.38e-06,1.7116813016198645e-06,-3.316813016198646e-07,1.552595207590435e-06
0.002902,1.32e-06,1.7123405014671827e-06,-3.923405014671826e-07,1.4842242662181113e-06
0.0029022,1.26e-06,1.7129997013144991e-06,-4.529997013144991e-07,1.419612055102499e-06
0.0029024,1.32e-06,1.7136589011618156e-06,-3.936589011618155e-07,1.359899784542919e-06
0.0029026,1.26e-06,1.7143181010091337e-06,-4.543181010091337e-07,1.3061429939255238e-06
