Phi_ext,I_s_measured,I_s_josephson_fit,residuals
0.002925,1.86e-06,1.197801423802814e-05,-1.0118014238028139e-05
0.0029252,1.68e-06,1.198983888509084e-05,-1.030983888509084e-05
0.0029254,1.92e-06,1.1990057617099489e-05,-1.0070057617099489e-05
0.0029256,2.04e-06,1.1979447328354617e-05,-9.939447328354616e-06
0.0029258,2.16e-06,1.195886719990653e-05,-9.79886719990653e-06
0.002926,2.28e-06,1.1929218503723558e-05,-9.649218503723558e-06
0.0029262,2.22e-06,1.1891417172857438e-05,-9.671417172857439e-06
0.0029264,2.28e-06,1.1846376332514086e-05,-9.566376332514086e-06
0.0029266,2.4e-06,1.1794996179863777e-05,-9.394996179863777e-06
0.0029268,2.34e-06,1.1738159036771674e-05,-9.398159036771674e-06
0.002927,2.46e-06,1.1676727890940843e-05,-9.216727890940843e-06
0.0029272,2.4e-06,1.1611547191800978e-05,-9.211547191800978e-06
0.0029274,2.4e-06,1.1543445039062949e-05,-9.143445039062948e-06
0.0029276,2.4e-06,1.1473236188050427e-05,-9.073236188050427e-06
0.0029278,2.34e-06,1.1401725505293518e-05,-9.061725505293519e-06
0.002928,2.22e-06,1.1329711653722032e-05,-9.109711653722033e-06
0.0029282,2.28e-06,1.125799088184104e-05,-8.97799088184104e-06
0.0029284,2.22e-06,1.118736084556804e-05,-8.96736084556804e-06
0.0029286,2.16e-06,1.1118624411516183e-05,-8.958624411516183e-06
0.0029288,1.98e-06,1.1052593378926107e-05,-9.072593378926107e-06
0.002929,2.04e-06,1.0990092012581104e-05,-8.950092012581105e-06
0.0029292,1.92e-06,1.0931960195501405e-05,-9.011960195501405e-06
0.0029294,1.92e-06,1.0879055878979604e-05,-8.959055878979604e-06
0.0029296,1.98e-06,1.0832256316301634e-05,-8.852256316301635e-06
0.0029298,1.74e-06,1.0792457301658974e-05,-9.052457301658974e-06
0.00293,1.74e-06,1.0760569286851655e-05,-9.020569286851655e-06
0.0029302,1.68e-06,1.0737508816560954e-05,-9.057508816560955e-06
0.0029304,1.56e-06,1.0724183235818736e-05,-9.164183235818736e-06
0.0029306,1.56e-06,1.0721466158676446e-05,-9.161466158676446e-06
0.0029308,1.56e-06,1.0730160905208185e-05,-9.170160905208184e-06
0.002931,1.5e-06,1.0750949289716215e-05,-9.250949289716216e-06
0.0029312,1.44e-06,1.0784324176345067e-05,-9.344324176345067e-06
0.0029314,1.38e-06,1.0830506580359375e-05,-9.450506580359374e-06
0.0029316,1.26e-06,1.0889352146123824e-05,-9.629352146123824e-06
0.0029318,1.26e-06,1.0960257481522558e-05,-9.700257481522559e-06
0.002932,1.26e-06,1.104208306234223e-05,-9.78208306234223e-06
0.0029322,1.2e-06,1.1133114012307016e-05,-9.933114012307016e-06
0.0029324,1.14e-06,1.1231079893123343e-05,-1.0091079893123342e-05
0.0029326,1.08e-06,1.133324704269338e-05,-1.025324704269338e-05
0.0029328,1.08e-06,1.1436581867908203e-05,-1.0356581867908203e-05
0.002933,1.08e-06,1.1537964778373778e-05,-1.0457964778373778e-05
0.0029332,1.2e-06,1.1634419291776687e-05,-1.0434419291776687e-05
0.0029334,1.2e-06,1.1723316050735014e-05,-1.0523316050735014e-05
0.0029336,1.38e-06,1.1802519353363453e-05,-1.0422519353363452e-05
0.0029338,1.5e-06,1.1870460592146701e-05,-1.0370460592146702e-05
0.002934,1.56e-06,1.1926141401604307e-05,-1.0366141401604307e-05
0.0029342,1.62e-06,1.1969082744891959e-05,-1.034908274489196e-05
0.0029344,1.92e-06,1.199924174033304e-05,-1.007924174033304e-05
0.0029346,1.98e-06,1.2016916692626876e-05,-1.0036916692626877e-05
0.0029348,2.1e-06,1.2022655512120075e-05,-9.922655512120075e-06
0.002935,2.16e-06,1.2017176458223716e-05,-9.857176458223717e-06
0.0029352,2.16e-06,1.2001304846635625e-05,-9.841304846635626e-06
0.0029354,2.1e-06,1.1975925751374262e-05,-9.875925751374262e-06
0.0029356,2.22e-06,1.19419507496024e-05,-9.721950749602399e-06
0.0029358,2.28e-06,1.1900295984498822e-05,-9.620295984498822e-06
0.002936,2.4e-06,1.1851868794385436e-05,-9.451868794385437e-06
0.0029362,2.46e-06,1.179756050547973e-05,-9.33756050547973e-06
0.0029364,2.46e-06,1.1738243466983284e-05,-9.278243466983284e-06
0.0029366,2.46e-06,1.1674770885682693e-05,-9.214770885682693e-06
0.0029368,2.46e-06,1.1607978428929715e-05,-9.147978428929715e-06
0.002937,2.46e-06,1.1538686892241464e-05,-9.078686892241464e-06
0.0029372,2.46e-06,1.1467705472385195e-05,-9.007705472385195e-06
0.0029374,2.46e-06,1.1395835362166063e-05,-8.935835362166063e-06
0.0029376,2.34e-06,1.1323873500709203e-05,-8.983873500709203e-06
0.0029378,2.34e-06,1.1252616386435679e-05,-8.912616386435679e-06
0.002938,2.22e-06,1.1182863895603681e-05,-8.96286389560368e-06
0.0029382,2.28e-06,1.1115423053499299e-05,-8.835423053499299e-06
0.0029384,2.28e-06,1.105111167640942e-05,-8.77111167640942e-06
0.0029386,2.04e-06,1.0990761739052694e-05,-8.950761739052695e-06
0.0029388,1.98e-06,1.0935222214948292e-05,-8.955222214948292e-06
0.002939,1.98e-06,1.0885360977133335e-05,-8.905360977133335e-06
0.0029392,1.8e-06,1.0842065118488898e-05,-9.042065118488898e-06
0.0029394,1.86e-06,1.0806238743914581e-05,-8.94623874391458e-06
0.0029396,1.74e-06,1.0778796893205211e-05,-9.038796893205211e-06
0.0029398,1.62e-06,1.0760653787431755e-05,-9.140653787431755e-06
0.00294,1.56e-06,1.0752703101669998e-05,-9.192703101669997e-06
0.0029402,1.62e-06,1.0755787570342734e-05,-9.135787570342734e-06
0.0029404,1.44e-06,1.077065514348928e-05,-9.330655143489281e-06
0.0029406,1.44e-06,1.0797899474134545e-05,-9.357899474134545e-06
0.0029408,1.44e-06,1.0837884178652006e-05,-9.397884178652006e-06
0.002941,1.38e-06,1.0890653521129879e-05,-9.510653521129879e-06
0.0029412,1.32e-06,1.095583710873671e-05,-9.63583710873671e-06
0.0029414,1.26e-06,1.1032562336754709e-05,-9.772562336754709e-06
0.0029416,1.2e-06,1.1119394060875554e-05,-9.919394060875554e-06
0.0029418,1.2e-06,1.1214323510713062e-05,-1.0014323510713062e-05
0.002942,1.2e-06,1.1314824673506682e-05,-1.0114824673506682e-05
0.0029422,1.08e-06,1.1417984660404709e-05,-1.0337984660404709e-05
0.0029424,1.08e-06,1.1520696831113892e-05,-1.0440696831113892e-05
0.0029426,1.08e-06,1.161988759637648e-05,-1.053988759637648e-05
0.0029428,1.26e-06,1.1712737372308223e-05,-1.0452737372308223e-05
0.002943,1.44e-06,1.1796858013929213e-05,-1.0356858013929214e-05
0.0029432,1.5e-06,1.1870402318198124e-05,-1.0370402318198125e-05
0.0029434,1.44e-06,1.1932099779951515e-05,-1.0492099779951515e-05
0.0029436,1.38e-06,1.1981229244245436e-05,-1.0601229244245435e-05
0.0029438,1.26e-06,1.2017548558029467e-05,-1.0757548558029468e-05
0.002944,1.26e-06,1.2041203027599173e-05,-1.0781203027599174e-05
0.0029442,1.26e-06,1.205263070495973e-05,-1.0792630704959731e-05
0.0029444,1.44e-06,1.2052476428503656e-05,-1.0612476428503656e-05
0.0029446,1.68e-06,1.2041520628472656e-05,-1.0361520628472657e-05
0.0029448,1.68e-06,1.2020624452650443e-05,-1.0340624452650442e-05
0.002945,1.86e-06,1.19906900382665e-05,-1.01306900382665e-05
0.0029452,1.8e-06,1.1952633458350063e-05,-1.0152633458350064e-05
0.0029454,2.04e-06,1.1907367536994994e-05,-9.867367536994995e-06
0.0029456,2.1e-06,1.1855791933378456e-05,-9.755791933378455e-06
0.0029458,2.16e-06,1.179878833478535e-05,-9.63878833478535e-06
0.002946,2.34e-06,1.1737219090247232e-05,-9.397219090247233e-06
0.0029462,2.34e-06,1.1671928064791055e-05,-9.331928064791056e-06
0.0029464,2.4e-06,1.1603742863016603e-05,-9.203742863016604e-06
0.0029466,2.34e-06,1.1533477854285326e-05,-9.193477854285326e-06
0.0029468,2.4e-06,1.1461937638868557e-05,-9.061937638868556e-06
0.002947,2.46e-06,1.1389920738246177e-05,-8.929920738246177e-06
0.0029472,2.46e-06,1.1318223386282133e-05,-8.858223386282132e-06
0.0029474,2.46e-06,1.1247643351214214e-05,-8.787643351214214e-06
0.0029476,2.46e-06,1.1178983737430082e-05,-8.718983737430081e-06
0.0029478,2.4e-06,1.1113056703224876e-05,-8.713056703224875e-06
0.002948,2.34e-06,1.1050686984700459e-05,-8.71068698470046e-06
0.0029482,2.28e-06,1.0992715031139259e-05,-8.712715031139259e-06
0.0029484,2.28e-06,1.0939999424148124e-05,-8.659999424148124e-06
0.0029486,2.16e-06,1.0893418059297838e-05,-8.733418059297838e-06
0.0029488,2.16e-06,1.0853867301516642e-05,-8.693867301516642e-06
0.002949,2.16e-06,1.0822257973822506e-05,-8.662257973822506e-06
0.0029492,2.04e-06,1.0799506604652281e-05,-8.75950660465228e-06
0.0029494,1.98e-06,1.0786519870858703e-05,-8.806519870858703e-06
0.0029496,1.98e-06,1.0784169711997983e-05,-8.804169711997984e-06
0.0029498,1.92e-06,1.0793256319595138e-05,-8.873256319595138e-06
0.00295,1.74e-06,1.0814456402325804e-05,-9.074456402325804e-06
