Model,Model_Type,True_Frequency,Detected_Frequency,Frequency_Error,Relative_Error_Percent,R_Squared,RMSE,MAE,SNR_Power,SNR_Power_dB,SNR_RMS,SNR_RMS_dB,SNR_Peak,SNR_Peak_dB,SNR_Detrended,SNR_Detrended_dB,Detected_Amplitude,Detected_Phase
Real Josephson Simulation,real_josephson_sim,300000.0,49699500.00000001,49399500.00000001,16466.500000000004,0.9460743231034585,2.328642033823693e-07,1.8857047992715754e-07,18.544041680154333,12.682043947541569,2181.546157810501,66.77528812706943,16.755987926117854,24.48340077498407,18.544041680154326,12.682043947541565,1.0041356405988213e-06,-1.568244663606529
