Model,Model_Type,True_Frequency,Detected_Frequency,Frequency_Error,Relative_Error_Percent,R_Squared,RMSE,MAE,SNR_Power,SNR_Power_dB,SNR_RMS,SNR_RMS_dB,SNR_Peak,SNR_Peak_dB,SNR_Detrended,SNR_Detrended_dB,Detected_Amplitude,Detected_Phase
Kay164 Ic+,kay164_icplus,0.15915494309189535,4894700.000000008,4894699.840845065,3075430612.3051972,0.8565993613707201,1.643478756468307e-07,1.273781326613955e-07,6.973469641130441,8.434489145499857,10.709566972445009,20.595438220970248,9.492060629687137,19.547210071425347,6.973469641130441,8.434489145499857,5.495087398365392e-07,-1.5947036445789542
