Model,Model_Type,True_Frequency,Detected_Frequency,Frequency_Error,Relative_Error_Percent,R_Squared,RMSE,MAE,SNR_Power,SNR_Power_dB,SNR_RMS,SNR_RMS_dB,SNR_Peak,SNR_Peak_dB,SNR_Detrended,SNR_Detrended_dB,Detected_Amplitude,Detected_Phase
511 Ic+,511_icplus,0.15915494309189535,4874333.33333332,4874333.174178377,3062633858.2295613,0.9423050898134768,8.035666934091275e-08,6.2042038246847e-08,17.332551463674662,12.38862498376463,10.567169382622751,20.47917337691258,12.693408131099304,22.07156488288276,17.332551463674662,12.38862498376463,4.5193656153575557e-07,-1.6095425673241963
