y_field,Ic
-0.0075,1.2e-06
-0.0074,8e-07
-0.0073,1.4e-06
-0.0072,1.6e-06
-0.0071,1.9e-06
-0.007,2.2e-06
-0.0069,2.6e-06
-0.0068,3.1e-06
-0.0067,3.6e-06
-0.0066,3e-06
-0.0065,3.5e-06
-0.0064,3.8e-06
-0.0063,4e-06
-0.0062,3.4e-06
-0.0061,3.5e-06
-0.006,2.8e-06
-0.0059,3e-06
-0.0058,2.3e-06
-0.0057,1.7e-06
-0.0056,1.1e-06
-0.0055,1e-06
-0.0054,8e-07
-0.0053,1.1e-06
-0.0052,6e-07
-0.0051,7e-07
-0.005,9e-07
-0.0049,1.3e-06
-0.0048,2.1e-06
-0.0047,2.6e-06
-0.0046,5.5e-06
-0.0045,3.7e-06
-0.0044,5.1e-06
-0.0043,5.8e-06
-0.0042,5.5e-06
-0.0041,7.3e-06
-0.004,6.6e-06
-0.0039,6.5e-06
-0.0038,8.2e-06
-0.0037,5.8e-06
-0.0036,7.2e-06
-0.0035,5.1e-06
-0.0034,5.8e-06
-0.0033,4.1e-06
-0.0032,5.1e-06
-0.0031,3.5e-06
-0.003,2.6e-06
-0.0029,2e-06
-0.0028,1.6e-06
-0.0027,1.8e-06
-0.0026,1.3e-06
-0.0025,2.3e-06
-0.0024,1.7e-06
-0.0023,2e-06
-0.0022,2.3e-06
-0.0021,2.7e-06
-0.002,3.2e-06
-0.0019,3.8e-06
-0.0018,4.5e-06
-0.0017,6e-06
-0.0016,7.9e-06
-0.0015,4.9e-06
-0.0014,6e-06
-0.0013,9e-06
-0.0012,5.2e-06
-0.0011,6.8e-06
-0.001,4.4e-06
-0.0009,3.2e-06
-0.0008,3.5e-06
-0.0007,2.7e-06
-0.0006,2e-06
-0.0005,2.3e-06
-0.0004,2.7e-06
-0.0003,1.9e-06
-0.0002,2.4e-06
-0.0001,2.7e-06
0.0,3.4e-06
9.99999999999994e-05,4e-06
0.0002,5.3e-06
0.0003,7e-06
0.0003999999999999,4.5e-06
0.0005,6.1e-06
0.0006,9.2e-06
0.0006999999999999,1.2e-05
0.0008,5.5e-06
0.0009,1.2e-05
0.0009999999999999,5.6e-06
0.0011,7.5e-06
0.0012,4.8e-06
0.0013,6.6e-06
0.0014,4.7e-06
0.0015,3.3e-06
0.0016,4e-06
0.0017,2.9e-06
0.0018,2.2e-06
0.0019,2.6e-06
0.002,2e-06
0.0021,1.6e-06
0.0022,1.8e-06
0.0023,1.4e-06
0.0024,1.6e-06
0.0025,1.8e-06
0.0026,2.1e-06
0.0027,2.2e-06
0.0028,2.9e-06
0.0029,2.2e-06
0.003,2.6e-06
0.0031,3.1e-06
0.0032,3.9e-06
0.0033,4.6e-06
0.0034,3.5e-06
0.0035,4.5e-06
0.0036,3.4e-06
0.0037,4.1e-06
0.0038,3.2e-06
0.0039,3.7e-06
0.004,2.8e-06
0.0041,2.3e-06
0.0042,2.5e-06
0.0043,1.9e-06
0.0044,1e-06
0.0045,1.1e-06
0.0046,8e-07
0.0047,9e-07
0.0048,1e-06
0.0049,1.2e-06
0.005,1.4e-06
0.0051,1.6e-06
0.0052,1.8e-06
0.0053,2.1e-06
0.0054,1.8e-06
0.0055,1.9e-06
0.0056,2.2e-06
0.0057,2.5e-06
0.0058,2e-06
0.0059,2.4e-06
0.006,1.8e-06
0.0061,1.7e-06
0.0062,1.5e-06
0.0063,1.3e-06
0.0064,1e-06
0.0065,7e-07
0.0066,8e-07
0.0067,5e-07
0.0068,6e-07
0.0069,7e-07
0.007,8e-07
0.0071,9e-07
0.0072,6e-07
0.0073,8e-07
0.0074,1.2e-06
0.0075,1.4e-06
