y_field,Ic
-0.0075,1e-06
-0.0074,8e-07
-0.0073,1.4e-06
-0.0072,1.4e-06
-0.0071,1.8e-06
-0.007,2.2e-06
-0.0069,2.6e-06
-0.0068,2.8e-06
-0.0067,3.4e-06
-0.0066,3.8e-06
-0.0065,3.2e-06
-0.0064,3.6e-06
-0.0063,3.8e-06
-0.0062,3.2e-06
-0.0061,3.2e-06
-0.006,2.6e-06
-0.0059,2.8e-06
-0.0058,2e-06
-0.0057,1.4e-06
-0.0056,1.6e-06
-0.0055,1e-06
-0.0054,1.2e-06
-0.0053,6e-07
-0.0052,4e-07
-0.0051,1.6e-06
-0.005,1.4e-06
-0.0049,3e-06
-0.0048,2.8e-06
-0.0047,3.8e-06
-0.0046,4.2e-06
-0.0045,6.2e-06
-0.0044,6.6e-06
-0.0043,6.4e-06
-0.0042,6.6e-06
-0.0041,8.4e-06
-0.004,7e-06
-0.0039,8.2e-06
-0.0038,9.6e-06
-0.0037,7.2e-06
-0.0036,8.8e-06
-0.0035,6e-06
-0.0034,7.6e-06
-0.0033,5.8e-06
-0.0032,4.2e-06
-0.0031,5e-06
-0.003,3.6e-06
-0.0029,2.6e-06
-0.0028,3.4e-06
-0.0027,2.4e-06
-0.0026,2.8e-06
-0.0025,1.8e-06
-0.0024,2.2e-06
-0.0023,2.6e-06
-0.0022,2.8e-06
-0.0021,3.6e-06
-0.002,4.4e-06
-0.0019,5.2e-06
-0.0018,6.4e-06
-0.0017,7.6e-06
-0.0016,9.4e-06
-0.0015,1.1e-05
-0.0014,8e-06
-0.0013,9.8e-06
-0.0012,7e-06
-0.0011,8.2e-06
-0.001,9.8e-06
-0.0009,7e-06
-0.0008,8.2e-06
-0.0007,5.8e-06
-0.0006,4e-06
-0.0005,3e-06
-0.0004,3.6e-06
-0.0003,2.6e-06
-0.0002,3e-06
-0.0001,3.4e-06
0.0,2.2e-06
9.99999999999994e-05,2.8e-06
0.0002,3.4e-06
0.0003,4e-06
0.0003999999999999,4.8e-06
0.0005,5.8e-06
0.0006,6.8e-06
0.0006999999999999,8.2e-06
0.0008,6e-06
0.0009,7.2e-06
0.0009999999999999,2.6e-06
0.0011,6.2e-06
0.0012,7.8e-06
0.0013,9.2e-06
0.0014,6.4e-06
0.0015,8e-06
0.0016,5.4e-06
0.0017,3.4e-06
0.0018,5.6e-06
0.0019,6.4e-06
0.002,4.6e-06
0.0021,3.2e-06
0.0022,3.8e-06
0.0023,2.8e-06
0.0024,2e-06
0.0025,2e-06
0.0026,2.2e-06
0.0027,1.8e-06
0.0028,2.2e-06
0.0029,1.6e-06
0.003,1.8e-06
0.0031,2.2e-06
0.0032,3e-06
0.0033,3.4e-06
0.0034,3.8e-06
0.0035,3e-06
0.0036,3.8e-06
0.0037,4.4e-06
0.0038,2.6e-06
0.0039,3.8e-06
0.004,4.2e-06
0.0041,3e-06
0.0042,3.4e-06
0.0043,2.6e-06
0.0044,3.2e-06
0.0045,2.2e-06
0.0046,1.6e-06
0.0047,1.8e-06
0.0048,1.4e-06
0.0049,1.6e-06
0.005,1e-06
0.0051,1.2e-06
0.0052,1.2e-06
0.0053,1.6e-06
0.0054,1.8e-06
0.0055,2e-06
0.0056,1.6e-06
0.0057,1.8e-06
0.0058,2e-06
0.0059,2.2e-06
0.006,2e-06
0.0061,1.8e-06
0.0062,2.2e-06
0.0063,1.6e-06
0.0064,1.6e-06
0.0065,1.2e-06
0.0066,1.6e-06
0.0067,1e-06
0.0068,6e-07
0.0069,6e-07
0.007,8e-07
0.0071,8e-07
0.0072,1e-06
0.0073,6e-07
0.0074,8e-07
0.0075,1e-06
