y_field,Ic
-0.0075,6e-07
-0.0074,8e-07
-0.0073,1.5e-06
-0.0072,9e-07
-0.0071,2.6e-06
-0.007,1.3e-06
-0.0069,2.6e-06
-0.0068,3.3e-06
-0.0067,2.3e-06
-0.0066,4.1e-06
-0.0065,2.8e-06
-0.0064,3.7e-06
-0.0063,3.9e-06
-0.0062,3.3e-06
-0.0061,3.7e-06
-0.006,3.7e-06
-0.0059,3.1e-06
-0.0058,3.1e-06
-0.0057,3.2e-06
-0.0056,1.8e-06
-0.0055,2.2e-06
-0.0054,2.4e-06
-0.0053,1.7e-06
-0.0052,1.1e-06
-0.0051,1.3e-06
-0.005,1.3e-06
-0.0049,1.3e-06
-0.0048,2.2e-06
-0.0047,8e-07
-0.0046,1.2e-06
-0.0045,1.1e-06
-0.0044,3.4e-06
-0.0043,1.6e-06
-0.0042,2.7e-06
-0.0041,3.6e-06
-0.004,2.3e-06
-0.0039,3.4e-06
-0.0038,1.9e-06
-0.0037,2.6e-06
-0.0036,2.4e-06
-0.0035,1.3e-06
-0.0034,1.8e-06
-0.0033,1.4e-06
-0.0032,5e-07
-0.0031,1.2e-06
-0.003,1e-06
-0.0029,5e-07
-0.0028,1.1e-06
-0.0027,2.6e-06
-0.0026,1.4e-06
-0.0025,3.2e-06
-0.0024,2.7e-06
-0.0023,3.1e-06
-0.0022,5e-06
-0.0021,2.2e-06
-0.002,5.2e-06
-0.0019,3.5e-06
-0.0018,3.1e-06
-0.0017,6e-06
-0.0016,1.7e-06
-0.0015,4.3e-06
-0.0014,3.8e-06
-0.0013,2.5e-06
-0.0012,4.8e-06
-0.0011,1.5e-06
-0.001,2.3e-06
-0.0009,3.3e-06
-0.0008,1.1e-06
-0.0007,1.8e-06
-0.0006,2.6e-06
-0.0005,1.1e-06
-0.0004,2.1e-06
-0.0003,3.5e-06
-0.0002,1.1e-06
-0.0001,4.2e-06
0.0,2.1e-06
9.99999999999994e-05,3.3e-06
0.0002,4.4e-06
0.0003,1.7e-06
0.0003999999999999,4e-06
0.0005,2.6e-06
0.0006,2.2e-06
0.0006999999999999,4.1e-06
0.0008,1.2e-06
0.0009,3.5e-06
0.0009999999999999,1.7e-06
0.0011,1.6e-06
0.0012,3.5e-06
0.0013,1.2e-06
0.0014,2.6e-06
0.0015,3.8e-06
0.0016,1.8e-06
0.0017,5.7e-06
0.0018,1.7e-06
0.0019,5.7e-06
0.002,3.5e-06
0.0021,4.4e-06
0.0022,3.1e-06
0.0023,5.3e-06
0.0024,4.1e-06
0.0025,4e-06
0.0026,5.5e-06
0.0027,2.5e-06
0.0028,6e-06
0.0029,2.6e-06
0.003,5.4e-06
0.0031,8e-07
0.0032,3.5e-06
0.0033,1.2e-06
0.0034,2e-06
0.0035,3.1e-06
0.0036,1e-06
0.0037,2.2e-06
0.0038,2.2e-06
0.0039,7e-07
0.004,2.7e-06
0.0041,1.5e-06
0.0042,2.4e-06
0.0043,3.9e-06
0.0044,1.8e-06
0.0045,4.2e-06
0.0046,2.3e-06
0.0047,3.1e-06
0.0048,2.7e-06
0.0049,3.1e-06
0.005,4e-06
0.0051,2.3e-06
0.0052,3.7e-06
0.0053,2.1e-06
0.0054,2e-06
0.0055,3e-06
0.0056,1.5e-06
0.0057,1.4e-06
0.0058,2.1e-06
0.0059,5e-07
0.006,1.2e-06
0.0061,9e-07
0.0062,6e-07
0.0063,7e-07
0.0064,1.3e-06
0.0065,1e-06
0.0066,8e-07
0.0067,1.8e-06
0.0068,1.6e-06
0.0069,1.1e-06
0.007,1.6e-06
0.0071,2e-06
0.0072,1.4e-06
0.0073,1.3e-06
0.0074,1.7e-06
0.0075,1.4e-06
