y_field,Ic
-0.0075,9.5e-07
-0.0074,4.5e-07
-0.0073,3.5e-07
-0.0072,4e-07
-0.0071,5e-07
-0.007,4e-07
-0.0069,6e-07
-0.0068,5e-07
-0.0067,6e-07
-0.0066,6.5e-07
-0.0065,9e-07
-0.0064,1e-06
-0.0063,1.15e-06
-0.0062,1.3e-06
-0.0061,1.1e-06
-0.006,1.2e-06
-0.0059,1.05e-06
-0.0058,1.1e-06
-0.0057,9.5e-07
-0.0056,6e-07
-0.0055,5e-07
-0.0054,4.5e-07
-0.0053,5e-07
-0.0052,3.5e-07
-0.0051,4e-07
-0.005,3.5e-07
-0.0049,3.5e-07
-0.0048,4.5e-07
-0.0047,5e-07
-0.0046,7.5e-07
-0.0045,8.5e-07
-0.0044,1e-06
-0.0043,9e-07
-0.0042,1e-06
-0.0041,1e-06
-0.004,8.5e-07
-0.0039,7.5e-07
-0.0038,7e-07
-0.0037,5.5e-07
-0.0036,5e-07
-0.0035,5.5e-07
-0.0034,5e-07
-0.0033,4.5e-07
-0.0032,5e-07
-0.0031,4.5e-07
-0.003,3.5e-07
-0.0029,3.5e-07
-0.0028,5e-07
-0.0027,5e-07
-0.0026,6e-07
-0.0025,6.5e-07
-0.0024,9e-07
-0.0023,1e-06
-0.0022,1e-06
-0.0021,7.5e-07
-0.002,6.5e-07
-0.0019,4e-07
-0.0018,4e-07
-0.0017,3.5e-07
-0.0016,3e-07
-0.0015,5.5e-07
-0.0014,5e-07
-0.0013,3e-07
-0.0012,3e-07
-0.0011,4e-07
-0.001,4.5e-07
-0.0009,5.5e-07
-0.0008,6e-07
-0.0007,7.5e-07
-0.0006,7.5e-07
-0.0005,7.5e-07
-0.0004,9e-07
-0.0003,8e-07
-0.0002,7e-07
-0.0001,6e-07
0.0,6.5e-07
9.99999999999994e-05,6e-07
0.0002,4.5e-07
0.0003,4e-07
0.0003999999999999,4e-07
0.0005,5e-07
0.0006,6e-07
0.0006999999999999,5e-07
0.0008,5.5e-07
0.0009,6e-07
0.0009999999999999,6.5e-07
0.0011,5.5e-07
0.0012,6e-07
0.0013,7.5e-07
0.0014,8.5e-07
0.0015,9.5e-07
0.0016,8e-07
0.0017,9e-07
0.0018,8e-07
0.0019,7e-07
0.002,6.5e-07
0.0021,5.5e-07
0.0022,6.5e-07
0.0023,1e-06
0.0024,1.15e-06
0.0025,1.25e-06
0.0026,8e-07
0.0027,9e-07
0.0028,5.5e-07
0.0029,6.5e-07
0.003,7.5e-07
0.0031,7e-07
0.0032,9.5e-07
0.0033,1.05e-06
0.0034,1.25e-06
0.0035,1.4e-06
0.0036,1.55e-06
0.0037,2e-06
0.0038,1.65e-06
0.0039,1.95e-06
0.004,1.6e-06
0.0041,2e-06
0.0042,1.6e-06
0.0043,1.35e-06
0.0044,1.2e-06
0.0045,1e-06
0.0046,9e-07
0.0047,7e-07
0.0048,6.5e-07
0.0049,5.5e-07
0.005,4e-07
0.0051,4e-07
0.0052,5e-07
0.0053,6e-07
0.0054,6e-07
0.0055,5.5e-07
0.0056,6e-07
0.0057,7e-07
0.0058,8e-07
0.0059,1.1e-06
0.006,1.25e-06
0.0061,1.4e-06
0.0062,1.55e-06
0.0063,1.35e-06
0.0064,1.5e-06
0.0065,1.3e-06
0.0066,1.25e-06
0.0067,1.3e-06
0.0068,1.1e-06
0.0069,9.5e-07
0.007,8e-07
0.0071,5.5e-07
0.0072,4.5e-07
0.0073,3e-07
0.0074,2.5e-07
0.0075,3.5e-07
