y_field,Ic
-0.0075,1e-06
-0.0074,8e-07
-0.0073,1e-06
-0.0072,1.6e-06
-0.0071,2e-06
-0.007,2.4e-06
-0.0069,2.8e-06
-0.0068,3.5e-06
-0.0067,2.9e-06
-0.0066,3.2e-06
-0.0065,3.7e-06
-0.0064,4.1e-06
-0.0063,3.6e-06
-0.0062,3.7e-06
-0.0061,3.9e-06
-0.006,3.2e-06
-0.0059,3.4e-06
-0.0058,2.6e-06
-0.0057,2e-06
-0.0056,1.5e-06
-0.0055,1.2e-06
-0.0054,9e-07
-0.0053,7e-07
-0.0052,8e-07
-0.0051,9e-07
-0.005,8e-07
-0.0049,8e-07
-0.0048,8e-07
-0.0047,1.5e-06
-0.0046,2.6e-06
-0.0045,2.5e-06
-0.0044,3.9e-06
-0.0043,3.6e-06
-0.0042,4e-06
-0.0041,5.5e-06
-0.004,5.8e-06
-0.0039,5.1e-06
-0.0038,5.9e-06
-0.0037,6.5e-06
-0.0036,5.1e-06
-0.0035,6.1e-06
-0.0034,4.2e-06
-0.0033,3.1e-06
-0.0032,2.3e-06
-0.0031,1.8e-06
-0.003,1.4e-06
-0.0029,7e-07
-0.0028,8e-07
-0.0027,9e-07
-0.0026,1.1e-06
-0.0025,1e-06
-0.0024,1.4e-06
-0.0023,1.6e-06
-0.0022,3e-06
-0.0021,3.4e-06
-0.002,2.7e-06
-0.0019,3.2e-06
-0.0018,3.8e-06
-0.0017,4.7e-06
-0.0016,3.4e-06
-0.0015,4e-06
-0.0014,5.1e-06
-0.0013,3.6e-06
-0.0012,2.6e-06
-0.0011,3.2e-06
-0.001,2.4e-06
-0.0009,1.8e-06
-0.0008,1.4e-06
-0.0007,1.5e-06
-0.0006,1.2e-06
-0.0005,1.5e-06
-0.0004,1.3e-06
-0.0003,1.7e-06
-0.0002,2e-06
-0.0001,2.3e-06
0.0,2.8e-06
9.99999999999994e-05,2e-06
0.0002,4.5e-06
0.0003,5.9e-06
0.0003999999999999,2.5e-06
0.0005,5e-06
0.0006,6.6e-06
0.0006999999999999,4.4e-06
0.0008,5.5e-06
0.0009,4.1e-06
0.0009999999999999,3e-06
0.0011,3.7e-06
0.0012,2.8e-06
0.0013,2.1e-06
0.0014,2.4e-06
0.0015,1.9e-06
0.0016,1.4e-06
0.0017,1.7e-06
0.0018,1.3e-06
0.0019,1.5e-06
0.002,1.1e-06
0.0021,1.3e-06
0.0022,1.5e-06
0.0023,1.9e-06
0.0024,2.1e-06
0.0025,2.5e-06
0.0026,3e-06
0.0027,3.7e-06
0.0028,2.7e-06
0.0029,3.3e-06
0.003,4.1e-06
0.0031,3.1e-06
0.0032,3.7e-06
0.0033,4.6e-06
0.0034,3.7e-06
0.0035,2.8e-06
0.0036,2.1e-06
0.0037,2.6e-06
0.0038,2e-06
0.0039,1e-06
0.004,1.2e-06
0.0041,1e-06
0.0042,1.1e-06
0.0043,8e-07
0.0044,9e-07
0.0045,1e-06
0.0046,1.2e-06
0.0047,1.4e-06
0.0048,1.6e-06
0.0049,1.9e-06
0.005,2.2e-06
0.0051,2.5e-06
0.0052,2e-06
0.0053,2.3e-06
0.0054,2.6e-06
0.0055,2.2e-06
0.0056,2.4e-06
0.0057,2e-06
0.0058,2.1e-06
0.0059,1.3e-06
0.006,9e-07
0.0061,1.4e-06
0.0062,1.2e-06
0.0063,8e-07
0.0064,6e-07
0.0065,6e-07
0.0066,8e-07
0.0067,5e-07
0.0068,6e-07
0.0069,6e-07
0.007,8e-07
0.0071,9e-07
0.0072,1e-06
0.0073,1.2e-06
0.0074,1.2e-06
0.0075,1.4e-06
