y_field,Ic
-0.0075,8.5e-07
-0.0073,1e-06
-0.0071,1.175e-06
-0.0069,1.175e-06
-0.0067,1.125e-06
-0.0065,1.1e-06
-0.0063,9.75e-07
-0.0061,8.5e-07
-0.0059,8.75e-07
-0.0057,9e-07
-0.0055,1.125e-06
-0.0053,1.25e-06
-0.0051,1.425e-06
-0.0049,1.45e-06
-0.0047,1.45e-06
-0.0045,1.325e-06
-0.0043,1.325e-06
-0.0041,1.175e-06
-0.0039,8.5e-07
-0.0037,8.25e-07
-0.0035,9e-07
-0.0033,1.025e-06
-0.0031,1.025e-06
-0.0029,1.05e-06
-0.0027,1.25e-06
-0.0025,9.75e-07
-0.0023,8.5e-07
-0.0021,8.25e-07
-0.0019,9.75e-07
-0.0017,1.025e-06
-0.0015,1.05e-06
-0.0013,1.125e-06
-0.0011,1.2e-06
-0.0009,1.3e-06
-0.0007,1.375e-06
-0.0005,1.3e-06
-0.0003,9e-07
-0.0001,8e-07
9.99999999999994e-05,4.5e-07
0.0003,2.75e-07
0.0005,2.75e-07
0.0006999999999999,4.5e-07
0.0009,6.25e-07
0.0011,6.75e-07
0.0013,7e-07
0.0015,5.75e-07
0.0017,3.25e-07
0.0019,2.25e-07
0.0021,2.25e-07
0.0023,1.75e-07
0.0025,2.75e-07
0.0027,4.75e-07
0.0029,7.75e-07
0.0031,9e-07
0.0033,9.25e-07
0.0035,5.25e-07
0.0037,6.25e-07
0.0039,5e-07
0.0041,3.75e-07
0.0043,4.75e-07
0.0045,4e-07
0.0047,4.25e-07
0.0049,3.75e-07
0.0051,3e-07
0.0053,3.25e-07
0.0055,2.75e-07
0.0057,3.25e-07
0.0059,2.75e-07
0.0061,3.25e-07
0.0063,5e-07
0.0065,4e-07
0.0067,6e-07
0.0069,6.5e-07
0.0071,5.5e-07
0.0073,4.5e-07
0.0075,4.75e-07
