y_field,Ic
-0.0075,3.12e-06
-0.0073,3.12e-06
-0.0071,3.04e-06
-0.0069,2.56e-06
-0.0067,2.32e-06
-0.0065,2.08e-06
-0.0063,2.08e-06
-0.0061,2.24e-06
-0.0059,2.08e-06
-0.0057,2.24e-06
-0.0055,2.48e-06
-0.0053,2.4e-06
-0.0051,2.32e-06
-0.0049,2.16e-06
-0.0047,1.76e-06
-0.0045,1.92e-06
-0.0043,1.52e-06
-0.0041,1.36e-06
-0.0039,1.76e-06
-0.0037,1.92e-06
-0.0035,2.08e-06
-0.0033,2.32e-06
-0.0031,2.32e-06
-0.0029,2.24e-06
-0.0027,2.16e-06
-0.0025,2.08e-06
-0.0023,1.52e-06
-0.0021,1.28e-06
-0.0019,1.04e-06
-0.0017,9.6e-07
-0.0015,1.04e-06
-0.0013,1.2e-06
-0.0011,1.28e-06
-0.0009,1.28e-06
-0.0007,1.52e-06
-0.0005,1.2e-06
-0.0003,4e-07
-0.0001,1.28e-06
9.99999999999994e-05,5.6e-07
0.0003,7.2e-07
0.0005,1.04e-06
0.0006999999999999,1.36e-06
0.0009,1.52e-06
0.0011,1.52e-06
0.0013,1.28e-06
0.0015,1.36e-06
0.0017,3.2e-07
0.0019,3.2e-07
0.0021,4e-07
0.0023,6.4e-07
0.0025,1.04e-06
0.0027,1.44e-06
0.0029,7.2e-07
0.0031,8.8e-07
0.0033,1.28e-06
0.0035,3.2e-07
0.0037,4.8e-07
0.0039,5.6e-07
0.0041,1.04e-06
0.0043,1.12e-06
0.0045,1.36e-06
0.0047,1.44e-06
0.0049,1.84e-06
0.0051,1.28e-06
0.0053,1.28e-06
0.0055,1.12e-06
0.0057,6.4e-07
0.0059,5.6e-07
0.0061,1.6e-07
0.0063,3.2e-07
0.0065,6.4e-07
0.0067,6.4e-07
0.0069,5.6e-07
0.0071,8e-07
0.0073,9.6e-07
0.0075,6.4e-07
