y_field,Ic
-0.0075,1.6e-06
-0.0074,1.6e-06
-0.0073,1.4e-06
-0.0072,1.4e-06
-0.0071,1.2e-06
-0.007,1e-06
-0.0069,1e-06
-0.0068,1e-06
-0.0067,1e-06
-0.0066,1.2e-06
-0.0065,1.4e-06
-0.0064,1.2e-06
-0.0063,1.4e-06
-0.0062,1.8e-06
-0.0061,2.2e-06
-0.006,2.8e-06
-0.0059,2.2e-06
-0.0058,2e-06
-0.0057,3.2e-06
-0.0056,2.6e-06
-0.0055,3.2e-06
-0.0054,2.6e-06
-0.0053,2.6e-06
-0.0052,1.6e-06
-0.0051,2.4e-06
-0.005,2.2e-06
-0.0049,2.4e-06
-0.0048,2e-06
-0.0047,1.8e-06
-0.0046,1.6e-06
-0.0045,1.8e-06
-0.0044,2.2e-06
-0.0043,1.2e-06
-0.0042,3e-06
-0.0041,2.8e-06
-0.004,3.2e-06
-0.0039,2e-06
-0.0038,1.8e-06
-0.0037,2.8e-06
-0.0036,5.8e-06
-0.0035,2.4e-06
-0.0034,7.6e-06
-0.0033,2.6e-06
-0.0032,5.4e-06
-0.0031,3.2e-06
-0.003,7e-06
-0.0029,3.8e-06
-0.0028,2.8e-06
-0.0027,3e-06
-0.0026,3.8e-06
-0.0025,3e-06
-0.0024,3.8e-06
-0.0023,4.4e-06
-0.0022,4.8e-06
-0.0021,3.6e-06
-0.002,9.4e-06
-0.0019,9.2e-06
-0.0018,3.2e-06
-0.0017,2.6e-06
-0.0016,1.95e-05
-0.0015,2.05e-05
-0.0014,2.1e-05
-0.0013,2.15e-05
-0.0012,2.3e-05
-0.0011,2.3e-05
-0.001,2.7e-05
-0.0009,2.7e-05
-0.0008,2.7e-05
-0.0007,2.7e-05
-0.0006,2.95e-05
-0.0005,2.8e-05
-0.0004,2.9e-05
-0.0003,2.85e-05
-0.0002,2.85e-05
-0.0001,2.75e-05
0.0,2.75e-05
9.99999999999994e-05,2.5e-05
0.0002,2.5e-05
0.0003,2.65e-05
0.0003999999999999,2.55e-05
0.0005,2.5e-05
0.0006,2.3e-05
0.0006999999999999,2.1e-05
0.0008,2.2e-05
0.0009,1.6e-05
0.0009999999999999,1.25e-05
0.0011,1.15e-05
0.0012,1.05e-05
0.0013,5.4e-06
0.0014,6.4e-06
0.0015,5e-06
0.0016,4.8e-06
0.0017,3.6e-06
0.0018,3.6e-06
0.0019,3.4e-06
0.002,3.4e-06
0.0021,3.4e-06
0.0022,4.2e-06
0.0023,4.4e-06
0.0024,4.4e-06
0.0025,5.4e-06
0.0026,6.8e-06
0.0027,4e-06
0.0028,3e-06
0.0029,5.8e-06
0.003,7.6e-06
0.0031,5.6e-06
0.0032,5.6e-06
0.0033,5.4e-06
0.0034,4.4e-06
0.0035,3e-06
0.0036,3e-06
0.0037,3e-06
0.0038,2.4e-06
0.0039,1.8e-06
0.004,1.8e-06
0.0041,1.6e-06
0.0042,1.6e-06
0.0043,1.8e-06
0.0044,1.6e-06
0.0045,2.4e-06
0.0046,1.8e-06
0.0047,2.2e-06
0.0048,3.2e-06
0.0049,2.6e-06
0.005,3.2e-06
0.0051,2.2e-06
0.0052,3.2e-06
0.0053,2.4e-06
0.0054,3e-06
0.0055,1.6e-06
0.0056,1.4e-06
0.0057,2.4e-06
0.0058,2.4e-06
0.0059,2e-06
0.006,1.6e-06
0.0061,1.2e-06
0.0062,1e-06
0.0063,8e-07
0.0064,8e-07
0.0065,1e-06
0.0066,1e-06
0.0067,1.2e-06
0.0068,1.2e-06
0.0069,1.4e-06
0.007,1.4e-06
0.0071,1.2e-06
0.0072,1.4e-06
0.0073,1.4e-06
0.0074,1.2e-06
0.0075,1.4e-06
