y_field,Ic
-0.0075,5.7e-07
-0.0073,4.8e-07
-0.0071,3.45e-07
-0.0069,3.3e-07
-0.0067,4.05e-07
-0.0065,5.55e-07
-0.0063,6.15e-07
-0.0061,5.4e-07
-0.0059,4.5e-07
-0.0057,3.6e-07
-0.0055,2.85e-07
-0.0053,3.15e-07
-0.0051,3.6e-07
-0.0049,2.85e-07
-0.0047,3.9e-07
-0.0045,4.35e-07
-0.0043,5.1e-07
-0.0041,5.7e-07
-0.0039,5.4e-07
-0.0037,4.8e-07
-0.0035,4.2e-07
-0.0033,3.15e-07
-0.0031,2.85e-07
-0.0029,3e-07
-0.0027,3.75e-07
-0.0025,3.9e-07
-0.0023,3.6e-07
-0.0021,3.3e-07
-0.0019,2.7e-07
-0.0017,2.25e-07
-0.0015,1.5e-06
-0.0013,1.2e-07
-0.0011,2.25e-07
-0.0009,3.15e-07
-0.0007,5.1e-07
-0.0005,6.45e-07
-0.0003,3.75e-07
-0.0001,3.45e-07
9.99999999999994e-05,3.3e-07
0.0003,3.3e-07
0.0005,1.95e-07
0.0006999999999999,1.35e-07
0.0009,1.335e-06
0.0011,1.35e-07
0.0013,1.65e-07
0.0015,3e-07
0.0017,2.7e-07
0.0019,1.95e-07
0.0021,3.3e-07
0.0023,7.2e-07
0.0025,5.1e-07
0.0027,7.8e-07
0.0029,7.35e-07
0.0031,7.35e-07
0.0033,6.6e-07
0.0035,6.3e-07
0.0037,5.85e-07
0.0039,3.15e-07
0.0041,1.2e-07
0.0043,8.1e-07
0.0045,3.45e-07
0.0047,2.7e-07
0.0049,5.85e-07
0.0051,4.65e-07
0.0053,5.55e-07
0.0055,4.35e-07
0.0057,2.4e-07
0.0059,2.7e-07
0.0061,1.05e-07
0.0063,1.2e-07
0.0065,3.6e-07
0.0067,6e-07
0.0069,7.65e-07
0.0071,7.35e-07
0.0073,8.7e-07
0.0075,9e-07
