y_field,appl_current,meas_voltage_K1,dV_dI
-1.5e-05,0.0,-1.468775e-06,0.3113669
-1.5e-05,2e-06,-8.460412e-07,0.271907725
-1.5e-05,4e-06,-3.811441e-07,0.18321127499999998
-1.5e-05,6e-06,-1.131961e-07,0.11936820999999999
-1.5e-05,8e-06,9.632874e-08,0.11955072499999997
-1.5e-05,1e-05,3.650068e-07,0.09721923999999993
-1.5e-05,1.2e-05,4.852057e-07,0.06379840000000002
-1.5e-05,1.4e-05,6.202004e-07,0.05431077500000002
-1.5e-05,1.6e-05,7.024488e-07,0.03910895000000003
-1.5e-05,1.8e-05,7.766362e-07,0.027803524999999968
-1.5e-05,2e-05,8.136629e-07,0.03148757500000002
-1.5e-05,2.2e-05,9.025865e-07,0.026551925000000032
-1.5e-05,2.4e-05,9.198706e-07,0.022860450000000088
-1.5e-05,2.6e-05,9.940283e-07,0.03305959999999997
-1.5e-05,2.8e-05,1.052109e-06,0.011368674999999967
-1.5e-05,3e-05,1.039503e-06,-0.3812007272727316
-1.5e-05,3.02e-05,9.557649e-07,-0.35678150000000164
-1.5e-05,3.04e-05,8.967904e-07,-0.10009124999999663
-1.5e-05,3.06e-05,9.157284e-07,-0.17697549999998952
-1.5e-05,3.08e-05,8.260002e-07,-0.25158774999999123
-1.5e-05,3.1e-05,8.150933e-07,-0.07427700000000059
-1.5e-05,3.12e-05,7.962894e-07,-0.15525875000000133
-1.5e-05,3.14e-05,7.529898e-07,-0.017060500000006806
-1.5e-05,3.16e-05,7.894652e-07,-0.06105300000000757
-1.5e-05,3.18e-05,7.285686e-07,-0.1276750000000011
-1.5e-05,3.2e-05,7.383952e-07,-0.02296475000000031
-1.5e-05,3.22e-05,7.193827e-07,-0.0686520000000006
-1.5e-05,3.24e-05,7.109344e-07,0.0014155000000017903
-1.5e-05,3.26e-05,7.199489e-07,-0.1381982500000014
-1.5e-05,3.28e-05,6.556551e-07,-0.05323050000000884
-1.5e-05,3.3e-05,6.986567e-07,0.05915324999999427
-1.5e-05,3.32e-05,6.793164e-07,0.06261775000000047
-1.5e-05,3.34e-05,7.237038e-07,0.09934625000000086
-1.5e-05,3.36e-05,7.190549e-07,0.007636249999999123
-1.5e-05,3.38e-05,7.267583e-07,-0.0344562500000023
-1.5e-05,3.4e-05,7.052724e-07,-0.0017880000000001228
-1.5e-05,3.42e-05,7.260431e-07,0.0940194999999997
-1.5e-05,3.44e-05,7.428802e-07,-0.11432100000000567
-1.5e-05,3.46e-05,6.803147e-07,0.019593500000000263
-1.5e-05,3.48e-05,7.507176e-07,0.04131050000000047
-1.5e-05,3.5e-05,6.968389e-07,-0.13652200000000336
-1.5e-05,3.52e-05,6.961088e-07,0.04779200000000139
-1.5e-05,3.54e-05,7.159557e-07,-0.03181175000000036
-1.5e-05,3.56e-05,6.833841e-07,0.052597249999992046
-1.5e-05,3.58e-05,7.369946e-07,0.08243474999999334
-1.5e-05,3.6e-05,7.16358e-07,-0.1010225000000009
-1.5e-05,3.62e-05,6.965856e-07,0.002793749999999706
-1.5e-05,3.64e-05,7.174755e-07,-0.0828817499999932
-1.5e-05,3.66e-05,6.634329e-07,-0.05039949999999194
-1.5e-05,3.68e-05,6.973157e-07,0.15704700000000127
-1.5e-05,3.7e-05,7.262517e-07,0.027230000000003862
-1.5e-05,3.72e-05,7.082077e-07,-0.05866924999999834
-1.5e-05,3.74e-05,7.02784e-07,0.016762500000000236
-1.5e-05,3.76e-05,7.149127e-07,0.07476125000000078
-1.5e-05,3.78e-05,7.326885e-07,-0.019407249999996212
-1.5e-05,3.8e-05,7.071498e-07,0.004470000000004415
-1.5e-05,3.82e-05,7.344765e-07,0.10038925000000098
-1.5e-05,3.84e-05,7.473055e-07,0.020152500000001128
-1.5e-05,3.86e-05,7.425375e-07,-0.0773687500000011
-1.5e-05,3.88e-05,7.16358e-07,-0.05304450000000038
-1.5e-05,3.9e-05,7.213197e-07,-0.03199800000000064
-1.5e-05,3.92e-05,7.035588e-07,-0.02749050000000164
-1.5e-05,3.94e-05,7.103235e-07,0.09193350000000167
-1.5e-05,3.96e-05,7.403322e-07,-0.006258000000000097
-1.5e-05,3.98e-05,7.078203e-07,-0.04686175000000392
-1.5e-05,4e-05,7.215875e-07,0.09748250000000014
-1.5e-05,4.02e-05,7.468133e-07,0.06913625000000079
-1.5e-05,4.04e-05,7.49242e-07,0.10739250000000111
-1.5e-05,4.06e-05,7.897703e-07,-0.03110374999999177
-1.5e-05,4.08e-05,7.368005e-07,-0.058110499999992404
-1.5e-05,4.1e-05,7.665261e-07,0.10146950000000077
-1.5e-05,4.12e-05,7.773883e-07,0.009350000000000191
-1.5e-05,4.14e-05,7.702661e-07,-0.09658974999999703
-1.5e-05,4.16e-05,7.387524e-07,-0.007412999999995007
-1.5e-05,4.18e-05,7.673009e-07,0.05300700000000047
-1.5e-05,4.2e-05,7.599552e-07,0.026335999999997695
-1.5e-05,4.22e-05,7.778353e-07,0.006295249999997088
-1.5e-05,4.24e-05,7.624733e-07,-0.04350825000000036
-1.5e-05,4.26e-05,7.60432e-07,0.07684725000000059
-1.5e-05,4.28e-05,7.932122e-07,-0.11316599999998989
-1.5e-05,4.3e-05,7.151656e-07,-0.05911599999998818
-1.5e-05,4.32e-05,7.695658e-07,0.13629850000000143
-1.5e-05,4.34e-05,7.69685e-07,-0.003166500000000294
-1.5e-05,4.36e-05,7.682992e-07,0.03140175000000123
-1.5e-05,4.38e-05,7.822457e-07,-0.004805249999999761
-1.5e-05,4.4e-05,7.663771e-07,0.0023840000000001638
-1.5e-05,4.42e-05,7.831993e-07,-0.01855049999999636
-1.5e-05,4.44e-05,7.589569e-07,-0.09454099999999821
-1.5e-05,4.46e-05,7.453829e-07,0.05483225000000047
-1.5e-05,4.48e-05,7.808898e-07,0.03732475000000446
-1.5e-05,4.5e-05,7.603128e-07,0.008083250000003872
-1.5e-05,4.52e-05,7.841231e-07,0.11480525000000097
-1.5e-05,4.54e-05,8.062349e-07,-0.003911250000000033
-1.5e-05,4.56e-05,7.825586e-07,-0.10336949999999945
-1.5e-05,4.58e-05,7.648871e-07,-0.033599499999998006
-1.5e-05,4.6e-05,7.691188e-07,0.004246500000000042
-1.5e-05,4.62e-05,7.665857e-07,0.03959674999999807
-1.5e-05,4.64e-05,7.849575e-07,0.014341499999997342
-1.5e-05,4.66e-05,7.723223e-07,0.013075000000000392
-1.5e-05,4.68e-05,7.901875e-07,-0.06682700000000086
-1.5e-05,4.7e-05,7.455915e-07,-0.03386050000000629
-1.5e-05,4.72e-05,7.766433e-07,0.03203524999999541
-1.5e-05,4.74e-05,7.584056e-07,0.03490350000000064
-1.5e-05,4.76e-05,7.906047e-07,0.16311874999999842
-1.5e-05,4.78e-05,8.236531e-07,0.05266874999999582
-1.5e-05,4.8e-05,8.116722e-07,-0.07167250000000047
-1.5e-05,4.82e-05,7.949841e-07,-0.06239425000000032
-1.5e-05,4.84e-05,7.867145e-07,-0.028273000000000437
-1.5e-05,4.86e-05,7.836749e-07,0.05453450000000193
-1.5e-05,4.88e-05,8.085283e-07,0.16140525000000117
-1.5e-05,4.9e-05,8.48237e-07,-0.00409749999999276
-1.5e-05,4.92e-05,8.068893e-07,-0.12355899999999642
-1.5e-05,4.94e-05,7.988134e-07,0.020413000000000014
-1.5e-05,4.96e-05,8.150545e-07,0.005252250000000069
-1.5e-05,4.98e-05,8.009143e-07,-0.03978325000000038
-1.5e-05,5e-05,7.991412e-07,-0.009083768289156148
-1.49e-05,0.0,-1.475024e-06,0.3370505915
-1.49e-05,2e-06,-8.242482e-07,0.265821175
-1.49e-05,4e-06,-4.117393e-07,0.18155754749999994
-1.49e-05,6e-06,-9.801801e-08,0.14437065
-1.49e-05,8e-06,1.657433e-07,0.11183260249999999
-1.49e-05,1e-05,3.493124e-07,0.07802057499999997
-1.49e-05,1.2e-05,4.778256e-07,0.06959085000000001
-1.49e-05,1.4e-05,6.276758e-07,0.055242075
-1.49e-05,1.6e-05,6.987939e-07,0.04450282499999997
-1.49e-05,1.8e-05,8.056871e-07,0.03742155
-1.49e-05,2e-05,8.484801e-07,0.03612152500000007
-1.49e-05,2.2e-05,9.501732e-07,0.02521840000000003
-1.49e-05,2.4e-05,9.493537e-07,0.013324450000000043
-1.49e-05,2.6e-05,1.003471e-06,0.02303182499999995
-1.49e-05,2.8e-05,1.041481e-06,0.008202499999999946
-1.49e-05,3e-05,1.036281e-06,-0.24961045454545694
-1.49e-05,3.02e-05,9.814187e-07,-0.18897075000000196
-1.49e-05,3.04e-05,9.606927e-07,-0.1360750000000004
-1.49e-05,3.06e-05,9.269887e-07,-0.21497099999999625
-1.49e-05,3.08e-05,8.747043e-07,-0.28399574999999855
-1.49e-05,3.1e-05,8.133904e-07,-0.2018217500000019
-1.49e-05,3.12e-05,7.939756e-07,0.0008939999999997283
-1.49e-05,3.14e-05,8.13748e-07,0.013931500000002428
-1.49e-05,3.16e-05,7.995482e-07,-0.15455100000000144
-1.49e-05,3.18e-05,7.519276e-07,-0.04909575000000044
-1.49e-05,3.2e-05,7.799099e-07,0.06690125000000058
-1.49e-05,3.22e-05,7.786881e-07,-0.010355499999999962
-1.49e-05,3.24e-05,7.757677e-07,0.031700000000001394
-1.49e-05,3.26e-05,7.913681e-07,-0.017917250000000218
-1.49e-05,3.28e-05,7.686008e-07,-0.11704049999999899
-1.49e-05,3.3e-05,7.445519e-07,-0.017731499999996236
-1.49e-05,3.32e-05,7.615082e-07,-0.04108700000000032
-1.49e-05,3.34e-05,7.281171e-07,-0.10139525000000105
-1.49e-05,3.36e-05,7.209501e-07,0.12050424999999354
-1.49e-05,3.38e-05,7.763188e-07,0.06563499999999234
-1.49e-05,3.4e-05,7.472041e-07,-0.09282750000000095
-1.49e-05,3.42e-05,7.391878e-07,-0.01866250000000047
-1.49e-05,3.44e-05,7.397391e-07,0.051778000000001656
-1.49e-05,3.46e-05,7.59899e-07,-0.04045375000000062
-1.49e-05,3.48e-05,7.235576e-07,-0.014676750000000238
-1.49e-05,3.5e-05,7.540283e-07,0.11186250000000064
-1.49e-05,3.52e-05,7.683026e-07,0.025590999999998365
-1.49e-05,3.54e-05,7.642647e-07,0.003277999999999892
-1.49e-05,3.56e-05,7.696138e-07,-0.016613749999998317
-1.49e-05,3.58e-05,7.576192e-07,0.008418500000002549
-1.49e-05,3.6e-05,7.729812e-07,0.03553675000000012
-1.49e-05,3.62e-05,7.718339e-07,0.022722750000000236
-1.49e-05,3.64e-05,7.820703e-07,-0.07356899999999533
-1.49e-05,3.66e-05,7.424063e-07,0.000633250000006802
-1.49e-05,3.68e-05,7.823236e-07,0.10236350000000094
-1.49e-05,3.7e-05,7.833517e-07,-0.022424749999998994
-1.49e-05,3.72e-05,7.733537e-07,-0.053826499999999555
-1.49e-05,3.74e-05,7.618211e-07,0.004581750000000273
-1.49e-05,3.76e-05,7.751864e-07,0.0047680000000001055
-1.49e-05,3.78e-05,7.637283e-07,-0.004395500000001995
-1.49e-05,3.8e-05,7.734282e-07,-0.0405655000000027
-1.49e-05,3.82e-05,7.475021e-07,0.003538750000000146
-1.49e-05,3.84e-05,7.748437e-07,0.04525900000000238
-1.49e-05,3.86e-05,7.656057e-07,-0.02141874999999871
-1.49e-05,3.88e-05,7.662762e-07,-0.009610500000000188
-1.49e-05,3.9e-05,7.617615e-07,0.04104975000000022
-1.49e-05,3.92e-05,7.826961e-07,-0.027378999999995157
-1.49e-05,3.94e-05,7.508099e-07,0.036132750000006375
-1.49e-05,3.96e-05,7.971492e-07,-0.021418750000000264
-1.49e-05,3.98e-05,7.422424e-07,-0.030470750000008096
-1.49e-05,4e-05,7.849609e-07,0.006816749999992933
-1.49e-05,4.02e-05,7.449691e-07,-0.07368100000000077
-1.49e-05,4.04e-05,7.554885e-07,0.06407025000000055
-1.49e-05,4.06e-05,7.705972e-07,0.0008195000000024155
-1.49e-05,4.08e-05,7.558163e-07,-0.08133849999999954
-1.49e-05,4.1e-05,7.380618e-07,-0.05213450000000042
-1.49e-05,4.12e-05,7.349625e-07,-0.027118250000000454
-1.49e-05,4.14e-05,7.272145e-07,0.11949874999999377
-1.49e-05,4.16e-05,7.82762e-07,-0.01650175000000953
-1.49e-05,4.18e-05,7.206138e-07,-0.15842500000000137
-1.49e-05,4.2e-05,7.19392e-07,-0.014862999999999627
-1.49e-05,4.22e-05,7.146686e-07,0.009089000000001013
-1.49e-05,4.24e-05,7.230276e-07,0.10057575000000085
-1.49e-05,4.26e-05,7.548989e-07,0.08269550000000092
-1.49e-05,4.28e-05,7.561058e-07,-0.10530649999999553
-1.49e-05,4.3e-05,7.127763e-07,0.0073010000000075514
-1.49e-05,4.32e-05,7.590262e-07,0.14110375000000142
-1.49e-05,4.34e-05,7.692178e-07,-0.0484997499999964
-1.49e-05,4.36e-05,7.396263e-07,-0.0712222499999966
-1.49e-05,4.38e-05,7.407289e-07,-0.010691000000000006
-1.49e-05,4.4e-05,7.353499e-07,0.07654900000000087
-1.49e-05,4.42e-05,7.713485e-07,0.14069425000000013
-1.49e-05,4.44e-05,7.916276e-07,0.057924249999998345
-1.49e-05,4.46e-05,7.945182e-07,0.01780550000000014
-1.49e-05,4.48e-05,7.987498e-07,-0.025553749999998265
-1.49e-05,4.5e-05,7.842967e-07,-0.020412999999998016
-1.49e-05,4.52e-05,7.905846e-07,-0.027639500000000483
-1.49e-05,4.54e-05,7.732409e-07,-0.040565500000000476
-1.49e-05,4.56e-05,7.743584e-07,0.05688099999999774
-1.49e-05,4.58e-05,7.959933e-07,0.0610902499999979
-1.49e-05,4.6e-05,7.987945e-07,0.04376900000000017
-1.49e-05,4.62e-05,8.135009e-07,0.010094750000001929
-1.49e-05,4.64e-05,8.028324e-07,-0.0029427499999985507
-1.49e-05,4.66e-05,8.123238e-07,0.023877500000000218
-1.49e-05,4.68e-05,8.123834e-07,0.05974925000000075
-1.49e-05,4.7e-05,8.362235e-07,0.017544750000002995
-1.49e-05,4.72e-05,8.194013e-07,-0.06004724999999933
-1.49e-05,4.74e-05,8.122046e-07,0.03549950000000024
-1.49e-05,4.76e-05,8.336011e-07,-0.01869974999999524
-1.49e-05,4.78e-05,8.047247e-07,-0.0959192499999979
-1.49e-05,4.8e-05,7.952334e-07,0.04235350000000038
-1.49e-05,4.82e-05,8.216661e-07,0.0005587500000001633
-1.49e-05,4.84e-05,7.954569e-07,-0.00670500000000418
-1.49e-05,4.86e-05,8.189841e-07,0.010467249999996486
-1.49e-05,4.88e-05,7.996438e-07,0.001075500000000229
-1.49e-05,4.9e-05,8.194143e-07,0.011095750000002624
-1.49e-05,4.92e-05,8.040821e-07,-0.0038739999999974906
-1.49e-05,4.94e-05,8.178647e-07,0.11063300000000087
-1.49e-05,4.96e-05,8.483353e-07,-0.028347500000000192
-1.49e-05,4.98e-05,8.065257e-07,-0.010951500000006664
-1.49e-05,5e-05,8.439547e-07,0.1877167934377465
-1.48e-05,0.0,-1.394467e-06,0.3482711069166667
-1.48e-05,2e-06,-7.22205e-07,0.26477447500000006
-1.48e-05,4e-06,-3.353691e-07,0.16746946749999997
-1.48e-05,6e-06,-5.232713e-08,0.13457009999999997
-1.48e-05,8e-06,2.029113e-07,0.12189755749999999
-1.48e-05,1e-05,4.352631e-07,0.08480379999999993
-1.48e-05,1.2e-05,5.421265e-07,0.061742225000000026
-1.48e-05,1.4e-05,6.82232e-07,0.053889875000000004
-1.48e-05,1.6e-05,7.57686e-07,0.03561120000000004
-1.48e-05,1.8e-05,8.246768e-07,0.0316515
-1.48e-05,2e-05,8.84292e-07,0.027255975000000016
-1.48e-05,2.2e-05,9.337007e-07,0.031234249999999936
-1.48e-05,2.4e-05,1.009229e-06,0.03088407500000001
-1.48e-05,2.6e-05,1.057237e-06,0.024644749999999993
-1.48e-05,2.8e-05,1.107808e-06,0.015280000000000016
-1.48e-05,3e-05,1.118357e-06,-0.36599322727273
-1.48e-05,3.02e-05,1.037733e-06,-0.4172012500000002
-1.48e-05,3.04e-05,9.514765e-07,-0.15559399999999535
-1.48e-05,3.06e-05,9.754954e-07,-0.12791724999999055
-1.48e-05,3.08e-05,9.003096e-07,-0.28790674999999455
-1.48e-05,3.1e-05,8.603327e-07,-0.15559400000000112
-1.48e-05,3.12e-05,8.38072e-07,0.01594300000000004
-1.48e-05,3.14e-05,8.667099e-07,-0.04741974999999332
-1.48e-05,3.16e-05,8.191041e-07,-0.17660324999999633
-1.48e-05,3.18e-05,7.960686e-07,0.03926175000000054
-1.48e-05,3.2e-05,8.348088e-07,-0.005773749999999911
-1.48e-05,3.22e-05,7.937591e-07,-0.11979650000000208
-1.48e-05,3.24e-05,7.868902e-07,-0.016762499999999125
-1.48e-05,3.26e-05,7.870541e-07,0.021679500000000296
-1.48e-05,3.28e-05,7.95562e-07,-0.03147649999999724
-1.48e-05,3.3e-05,7.744635e-07,-0.12467649999999963
-1.48e-05,3.32e-05,7.456914e-07,-0.056620250000000594
-1.48e-05,3.34e-05,7.518154e-07,0.039597000000000326
-1.48e-05,3.36e-05,7.615302e-07,0.10344374999999717
-1.48e-05,3.38e-05,7.931929e-07,0.10838124999999743
-1.48e-05,3.4e-05,8.048827e-07,0.004639250000000317
-1.48e-05,3.42e-05,7.950486e-07,-0.02428725000000065
-1.48e-05,3.44e-05,7.951678e-07,0.02331875000000072
-1.48e-05,3.46e-05,8.043761e-07,-0.017768250000000263
-1.48e-05,3.48e-05,7.880605e-07,-0.031364750000000496
-1.48e-05,3.5e-05,7.918302e-07,0.03184899999999913
-1.48e-05,3.52e-05,8.008001e-07,-0.011957250000001585
-1.48e-05,3.54e-05,7.870473e-07,-0.025218500000000255
-1.48e-05,3.56e-05,7.907127e-07,-0.03605824999999796
-1.48e-05,3.58e-05,7.72624e-07,-0.05863174999999843
-1.48e-05,3.6e-05,7.6726e-07,0.033488000000000184
-1.48e-05,3.62e-05,7.860192e-07,0.027602250000000383
-1.48e-05,3.64e-05,7.783009e-07,0.007375499999998647
-1.48e-05,3.66e-05,7.889694e-07,0.03292924999999913
-1.48e-05,3.68e-05,7.914726e-07,0.006742250000000061
-1.48e-05,3.7e-05,7.916663e-07,-0.004321000000000019
-1.48e-05,3.72e-05,7.897442e-07,0.04253975000000154
-1.48e-05,3.74e-05,8.086822e-07,0.07375550000000075
-1.48e-05,3.76e-05,8.192464e-07,0.025255750000000354
-1.48e-05,3.78e-05,8.187845e-07,0.009312499999999613
-1.48e-05,3.8e-05,8.229714e-07,-0.05405025000000219
-1.48e-05,3.82e-05,7.971644e-07,-0.0910767500000007
-1.48e-05,3.84e-05,7.865407e-07,0.012329999999997732
-1.48e-05,3.86e-05,8.020964e-07,0.05062299999999875
-1.48e-05,3.88e-05,8.067899e-07,0.05520475000000058
-1.48e-05,3.9e-05,8.241783e-07,0.018960250000000123
-1.48e-05,3.92e-05,8.14374e-07,-0.053714749999999256
-1.48e-05,3.94e-05,8.026924e-07,0.024734250000002955
-1.48e-05,3.96e-05,8.242677e-07,0.08697925000000106
-1.48e-05,3.98e-05,8.374841e-07,-0.012553249999997629
-1.48e-05,4e-05,8.192464e-07,-0.0818387499999993
-1.48e-05,4.02e-05,8.047486e-07,-0.04611575000000023
-1.48e-05,4.04e-05,8.008001e-07,0.12165900000000107
-1.48e-05,4.06e-05,8.534122e-07,0.11774775000000437
-1.48e-05,4.08e-05,8.478992e-07,-0.029874499999999582
-1.48e-05,4.1e-05,8.414624e-07,-0.030731500000000356
-1.48e-05,4.12e-05,8.356066e-07,-0.10690825000000093
-1.48e-05,4.14e-05,7.986991e-07,-0.0035015000000058194
-1.48e-05,4.16e-05,8.34206e-07,0.043806249999995384
-1.48e-05,4.18e-05,8.162216e-07,-0.04445775000000074
-1.48e-05,4.2e-05,8.164229e-07,0.0251254999999988
-1.48e-05,4.22e-05,8.262718e-07,-0.019966250000002184
-1.48e-05,4.24e-05,8.084364e-07,-0.013074750000000357
-1.48e-05,4.26e-05,8.210419e-07,0.06399600000000039
-1.48e-05,4.28e-05,8.340348e-07,-0.0018997499999975354
-1.48e-05,4.3e-05,8.20282e-07,0.033301750000002794
-1.48e-05,4.32e-05,8.473555e-07,0.013298250000000067
-1.48e-05,4.34e-05,8.256013e-07,-0.055987250000001154
-1.48e-05,4.36e-05,8.249606e-07,-0.06064325000000137
-1.48e-05,4.38e-05,8.01344e-07,-0.060531500000000626
-1.48e-05,4.4e-05,8.00748e-07,0.05665750000000047
-1.48e-05,4.42e-05,8.24007e-07,0.11137799999999931
-1.48e-05,4.44e-05,8.452992e-07,0.0654487499999985
-1.48e-05,4.46e-05,8.501865e-07,-0.009200750000000202
-1.48e-05,4.48e-05,8.416189e-07,-0.08571274999999767
-1.48e-05,4.5e-05,8.159014e-07,-0.060382499999996675
-1.48e-05,4.52e-05,8.174659e-07,-0.01225524999999994
-1.48e-05,4.54e-05,8.109993e-07,-0.0006332500000003627
-1.48e-05,4.56e-05,8.172126e-07,0.01367075000000062
-1.48e-05,4.58e-05,8.164676e-07,0.03523875000000176
-1.48e-05,4.6e-05,8.313081e-07,0.004730749999999784
-1.48e-05,4.62e-05,8.183599e-07,0.06082949999999476
-1.48e-05,4.64e-05,8.556399e-07,0.08455799999999591
-1.48e-05,4.66e-05,8.521831e-07,-0.049393750000000125
-1.48e-05,4.68e-05,8.358824e-07,-0.024250000000000327
-1.48e-05,4.7e-05,8.424831e-07,-0.03855399999999731
-1.48e-05,4.72e-05,8.204608e-07,0.014453250000004303
-1.48e-05,4.74e-05,8.482644e-07,0.11081950000000074
-1.48e-05,4.76e-05,8.647886e-07,-0.03639349999999553
-1.48e-05,4.78e-05,8.33707e-07,-0.04853724999999587
-1.48e-05,4.8e-05,8.453737e-07,0.09997950000000122
-1.48e-05,4.82e-05,8.736988e-07,0.029837500000000627
-1.48e-05,4.84e-05,8.573087e-07,-0.06909900000000002
-1.48e-05,4.86e-05,8.460592e-07,0.00823225000000205
-1.48e-05,4.88e-05,8.606016e-07,0.02924125000000055
-1.48e-05,4.9e-05,8.577557e-07,0.010765499999998873
-1.48e-05,4.92e-05,8.649078e-07,123.93213575000327
-1.48e-05,4.94e-05,5.043061e-05,124.39903050000117
-1.48e-05,4.96e-05,5.062452e-05,0.9939750000000203
-1.48e-05,4.98e-05,5.08282e-05,1.0598249999999894
-1.48e-05,5e-05,5.104845e-05,1.1014520584738143
-1.47e-05,0.0,-1.498422e-06,0.3007905754166668
-1.47e-05,2e-06,-8.368291e-07,0.26643940000000005
-1.47e-05,4e-06,-4.326644e-07,0.17814909999999995
-1.47e-05,6e-06,-1.242327e-07,0.13343767499999998
-1.47e-05,8e-06,1.010863e-07,0.096124275
-1.47e-05,1e-05,2.602644e-07,0.08062444999999997
-1.47e-05,1.2e-05,4.235841e-07,0.06669275000000001
-1.47e-05,1.4e-05,5.270354e-07,0.05931350000000002
-1.47e-05,1.6e-05,6.608381e-07,0.05251905000000004
-1.47e-05,1.8e-05,7.371116e-07,0.04634297499999995
-1.47e-05,2e-05,8.4621e-07,0.027557699999999963
-1.47e-05,2.2e-05,8.473424e-07,0.019362649999999954
-1.47e-05,2.4e-05,9.236606e-07,0.03199420000000003
-1.47e-05,2.6e-05,9.753192e-07,0.01339145
-1.47e-05,2.8e-05,9.772264e-07,0.002328125000000042
-1.47e-05,3e-05,9.846317e-07,-0.338843395454548
-1.47e-05,3.02e-05,9.100121e-07,-0.24346725000000236
-1.47e-05,3.04e-05,8.872448e-07,-0.1636027500000008
-1.47e-05,3.06e-05,8.44571e-07,-0.2228307499999984
-1.47e-05,3.08e-05,7.981125e-07,-0.10493399999999431
-1.47e-05,3.1e-05,8.025974e-07,-0.015719499999999886
-1.47e-05,3.12e-05,7.918247e-07,-0.10664725000000086
-1.47e-05,3.14e-05,7.599385e-07,-0.14512674999999953
-1.47e-05,3.16e-05,7.33774e-07,-0.10064999999999835
-1.47e-05,3.18e-05,7.196785e-07,-0.07934300000000061
-1.47e-05,3.2e-05,7.020368e-07,-0.03557400000000044
-1.47e-05,3.22e-05,7.054489e-07,0.10370449999999609
-1.47e-05,3.24e-05,7.435186e-07,0.03382324999999464
