y_field,appl_current,meas_voltage_K1,dV_dI
-0.005,0.0,-1.460818e-06,2.6446089999999995
-0.005,2e-07,-9.318962e-07,2.1474320000000002
-0.005,4e-07,-6.018452e-07,1.3484170000000004
-0.005,6e-07,-3.925294e-07,0.9274160000000001
-0.005,8e-07,-2.308788e-07,0.9006334250000001
-0.005,1e-06,-3.227603e-08,0.6992965750000001
-0.005,1.2e-06,4.883983e-08,0.507644575
-0.005,1.4e-06,1.707818e-07,4.190562925000001
-0.005,1.6e-06,1.725065e-06,4.431460500000001
-0.005,1.8e-06,1.943366e-06,1.2387899999999998
-0.005,2e-06,2.220581e-06,1.3380974999999982
-0.005,2.2e-06,2.478605e-06,1.1737524999999973
-0.005,2.4e-06,2.690082e-06,1.1051375000000014
-0.005,2.6e-06,2.92066e-06,1.2124899999999998
-0.005,2.8e-06,3.175078e-06,1.0885975000000023
-0.005,3e-06,3.356099e-06,1.1195149999999998
-0.005,3.2e-06,3.622884e-06,1.116945000000003
-0.005,3.4e-06,3.802877e-06,1.1271524999999993
-0.005,3.6e-06,4.073745e-06,1.0815575000000024
-0.005,3.8e-06,4.2355e-06,1.0335424999999994
-0.005,4e-06,4.487162e-06,1.0874049999999986
-0.005,4.2e-06,4.670462e-06,0.9221999999999984
-0.005,4.4e-06,4.856042e-06,1.0093650000000007
-0.005,4.6e-06,5.074208e-06,1.1527050000000028
-0.005,4.8e-06,5.317124e-06,1.0656524999999988
-0.005,5e-06,5.500469e-06,0.988059999999999
-0.005,5.2e-06,5.712348e-06,1.0906099999999999
-0.005,5.4e-06,5.936713e-06,1.0132400000000015
-0.005,5.6e-06,6.117644e-06,0.9707749999999962
-0.005,5.8e-06,6.325023e-06,1.0618075000000005
-0.005,6e-06,6.542367e-06,1.1102699999999999
-0.005,6.2e-06,6.769131e-06,1.0301524999999998
-0.005,6.4e-06,6.954428e-06,0.9892499999999949
-0.005,6.6e-06,7.164831e-06,1.0840150000000008
-0.005,6.8e-06,7.388034e-06,0.9835899999999995
-0.005,7e-06,7.558267e-06,0.9799775000000039
-0.005,7.2e-06,7.780025e-06,0.9828824999999952
-0.005,7.4e-06,7.95142e-06,0.9831050000000019
-0.005,7.6e-06,8.173267e-06,1.0886724999999977
-0.005,7.8e-06,8.386889e-06,1.112772500000002
-0.005,8e-06,8.618376e-06,1.0394650000000034
-0.005,8.2e-06,8.802675e-06,0.927380000000003
-0.005,8.4e-06,8.989328e-06,1.0095149999999933
-0.005,8.6e-06,9.206481e-06,1.0166675000000005
-0.005,8.8e-06,9.395995e-06,1.0932899999999997
-0.005,9e-06,9.643797e-06,1.0745524999999994
-0.005,9.2e-06,9.825816e-06,0.9975574999999992
-0.005,9.4e-06,1.004282e-05,1.0681849999999962
-0.005,9.6e-06,1.025309e-05,1.0314250000000023
-0.005,9.8e-06,1.045539e-05,1.025974999999999
-0.005,1e-05,1.066348e-05,1.0465250000000041
-0.005,1.1e-05,1.174038e-05,1.0873849999999994
-0.005,1.2e-05,1.283825e-05,1.0566750000000011
-0.005,1.3e-05,1.385373e-05,1.0577599999999991
-0.005,1.4e-05,1.495377e-05,1.0666499999999992
-0.005,1.5e-05,1.598703e-05,1.0459399999999999
-0.005,1.6e-05,1.704565e-05,1.0460649999999987
-0.005,1.7e-05,1.807916e-05,1.0809900000000017
-0.005,1.8e-05,1.920763e-05,1.0719399999999997
-0.005,1.9e-05,2.022304e-05,1.039399999999997
-0.005,2e-05,2.128643e-05,1.049570000000001
-0.005,2.1e-05,2.232218e-05,1.0680650000000025
-0.005,2.2e-05,2.342256e-05,1.0589300000000001
-0.005,2.3e-05,2.444004e-05,1.0271249999999998
-0.005,2.4e-05,2.547681e-05,1.0494749999999993
-0.005,2.5e-05,2.653899e-05,0.9468679999999807
-0.005,2.525e-05,2.67685e-05,0.907900000000005
-0.005,2.55e-05,2.699294e-05,0.9039800000000042
-0.005,2.575e-05,2.722049e-05,0.9918600000000026
-0.005,2.6e-05,2.748887e-05,1.0380600000000015
-0.005,2.625e-05,2.773952e-05,1.0211999999999861
-0.005,2.65e-05,2.799947e-05,1.0390599999999992
-0.005,2.675e-05,2.825905e-05,1.0670200000000065
-0.005,2.7e-05,2.853298e-05,1.090280000000007
-0.005,2.725e-05,2.880419e-05,1.0650799999999805
-0.005,2.75e-05,2.906552e-05,0.9489400000000003
-0.005,2.775e-05,2.927866e-05,0.9633200000000031
-0.005,2.8e-05,2.954718e-05,1.0398800000000037
-0.005,2.825e-05,2.97986e-05,1.0571199999999976
-0.005,2.85e-05,3.007574e-05,1.0924799999999948
-0.005,2.875e-05,3.034484e-05,0.9634999999999962
-0.005,2.9e-05,3.055749e-05,1.0191600000000065
-0.005,2.925e-05,3.085442e-05,1.1459600000000094
-0.005,2.95e-05,3.113047e-05,1.0279799999999994
-0.005,2.975e-05,3.136841e-05,0.9802999999999926
-0.005,3e-05,3.162062e-05,0.9973200000000162
-0.005,3.025e-05,3.186707e-05,1.1077400000000068
-0.005,3.05e-05,3.217449e-05,1.1132199999999841
-0.005,3.075e-05,3.242368e-05,1.045419999999993
-0.005,3.1e-05,3.26972e-05,1.0158600000000177
-0.005,3.125e-05,3.293161e-05,0.9715600000000109
-0.005,3.15e-05,3.318298e-05,1.1109599999999915
-0.005,3.175e-05,3.348709e-05,1.1132599999999968
-0.005,3.2e-05,3.373961e-05,1.0080200000000161
-0.005,3.225e-05,3.39911e-05,1.036999999999992
-0.005,3.25e-05,3.425811e-05,1.1709999999999638
-0.005,3.275e-05,3.45766e-05,1.1036000000000001
-0.005,3.3e-05,3.480991e-05,0.9243400000000008
-0.005,3.325e-05,3.503877e-05,1.04786
-0.005,3.35e-05,3.533384e-05,1.116800000000012
-0.005,3.375e-05,3.559717e-05,1.0557000000000158
-0.005,3.4e-05,3.586169e-05,1.0210000000000008
-0.005,3.425e-05,3.610767e-05,1.0116399999999999
-0.005,3.45e-05,3.636751e-05,1.1003200000000106
-0.005,3.475e-05,3.665783e-05,1.101140000000001
-0.005,3.5e-05,3.691808e-05,1.0678399999999897
-0.005,3.525e-05,3.719175e-05,1.1352800000000087
-0.005,3.55e-05,3.748572e-05,1.03779999999999
-0.005,3.575e-05,3.771065e-05,1.1003400000000028
-0.005,3.6e-05,3.803589e-05,1.0347600000000057
-0.005,3.625e-05,3.822803e-05,0.8666800000000165
-0.005,3.65e-05,3.846923e-05,1.0964600000000075
-0.005,3.675e-05,3.877626e-05,1.141459999999995
-0.005,3.7e-05,3.903996e-05,1.025899999999993
-0.005,3.725e-05,3.928921e-05,0.9969999999999999
-0.005,3.75e-05,3.953846e-05,1.0113799999999884
-0.005,3.775e-05,3.97949e-05,1.0666000000000082
-0.005,3.8e-05,4.007176e-05,1.062020000000004
-0.005,3.825e-05,4.032591e-05,1.049679999999995
-0.005,3.85e-05,4.05966e-05,1.0763999999999925
-0.005,3.875e-05,4.086411e-05,1.0879600000000096
-0.005,3.9e-05,4.114058e-05,1.0829800000000063
-0.005,3.925e-05,4.14056e-05,1.1570600000000013
-0.005,3.95e-05,4.171911e-05,1.1096399999999988
-0.005,3.975e-05,4.196042e-05,0.9931199999999762
-0.005,4e-05,4.221567e-05,1.060120000000012
-0.005,4.025e-05,4.249048e-05,1.0347399999999993
-0.005,4.05e-05,4.273304e-05,1.015119999999996
-0.005,4.075e-05,4.299804e-05,1.1071000000000026
-0.005,4.1e-05,4.328659e-05,1.0201399999999978
-0.005,4.125e-05,4.350811e-05,0.988260000000011
-0.005,4.15e-05,4.378072e-05,1.1402200000000136
-0.005,4.175e-05,4.407822e-05,1.121920000000003
-0.005,4.2e-05,4.434168e-05,1.083180000000013
-0.005,4.225e-05,4.461981e-05,1.0411999999999608
-0.005,4.25e-05,4.486228e-05,1.0750400000000013
-0.005,4.275e-05,4.515733e-05,1.1486400000000145
-0.005,4.3e-05,4.54366e-05,1.0542000000000087
-0.005,4.325e-05,4.568443e-05,0.9953200000000066
