appl_current,meas_voltage_K1,dV_dI
-0.00025,-7.501237e-05,0.5513280000000018
-0.0002475,-7.363405e-05,0.5244400000000002
-0.000245,-7.239017e-05,0.4890640000000026
-0.0002425,-7.118873e-05,0.4628760000000014
-0.00024,-7.007579e-05,0.43373999999999846
-0.0002375,-6.902003e-05,0.4221259999999969
-0.000235,-6.796516e-05,0.40987600000000235
-0.0002325,-6.697065e-05,0.38426200000000144
-0.00023,-6.604385e-05,0.37437599999999627
-0.0002275,-6.509877e-05,0.369887999999996
-0.000225,-6.419441e-05,0.36364399999999897
-0.0002225,-6.328055e-05,0.3495860000000022
-0.00022,-6.244648e-05,0.34412000000000376
-0.0002175,-6.155995e-05,0.3599099999999993
-0.000215,-6.064693e-05,0.3443519999999989
-0.0002125,-5.983819e-05,0.331766
-0.00021,-5.89881e-05,0.33144799999999996
-0.0002075,-5.818095e-05,0.33357999999999777
-0.000205,-5.73202e-05,0.3410619999999991
-0.0002025,-5.647564e-05,0.3246220000000015
-0.0002,-5.569709e-05,0.32819600000000015
-0.0001975,-5.483466e-05,0.335329999999999
-0.000195,-5.402044e-05,0.32803999999999967
-0.0001925,-5.319446e-05,0.3193420000000007
-0.00019,-5.242373e-05,0.31186000000000114
-0.0001875,-5.163516e-05,0.31870200000000004
-0.000185,-5.083022e-05,0.3211499999999994
-0.0001825,-5.002941e-05,0.3175660000000011
-0.00018,-4.924239e-05,0.31946200000000147
-0.0001775,-4.84321e-05,0.3117920000000005
-0.000175,-4.768343e-05,0.30950400000000045
-0.0001725,-4.688458e-05,0.3137199999999982
-0.00017,-4.611483e-05,0.30954999999999977
-0.0001675,-4.533683e-05,0.30925399999999925
-0.000165,-4.456856e-05,0.30084399999999967
-0.0001625,-4.383261e-05,0.312006000000002
-0.00016,-4.300853e-05,0.32131799999999977
-0.0001575,-4.222602e-05,0.32078399999999974
-0.000155,-4.140461e-05,0.3157659999999982
-0.0001525,-4.064719e-05,0.30040400000000034
-0.00015,-3.990259e-05,0.3070820000000003
-0.0001475,-3.911178e-05,0.3084320000000007
-0.000145,-3.836043e-05,0.30389
-0.0001425,-3.759233e-05,0.3108979999999999
-0.00014,-3.680594e-05,0.3018220000000005
-0.0001375,-3.608322e-05,0.29875000000000096
-0.000135,-3.531219e-05,0.31037999999999943
-0.0001325,-3.453132e-05,0.309844
-0.00013,-3.376297e-05,0.3048800000000016
-0.0001275,-3.300692e-05,0.28640800000000066
-0.000125,-3.233093e-05,0.2922279999999997
-0.0001225,-3.154578e-05,0.3085840000000015
-0.00012,-3.078801e-05,0.3029899999999994
-0.0001175,-3.003083e-05,0.30487599999999926
-0.000115,-2.926363e-05,0.28650800000000043
-0.0001125,-2.859829e-05,0.29082000000000097
-0.00011,-2.780953e-05,0.3102659999999995
-0.0001075,-2.704696e-05,0.3030000000000008
-0.000105,-2.629453e-05,0.29428199999999993
-0.0001025,-2.557555e-05,0.2885919999999995
-0.0001,-2.485157e-05,0.2860559999999994
-9.75e-05,-2.414527e-05,0.30317799999999995
-9.5e-05,-2.333568e-05,0.3085620000000002
-9.25e-05,-2.260246e-05,0.2909619999999995
-9e-05,-2.188087e-05,0.2825639999999998
-8.75e-05,-2.118964e-05,0.2965240000000007
-8.5e-05,-2.039825e-05,0.29754199999999953
-8.25e-05,-1.970193e-05,0.29059800000000013
-8e-05,-1.894526e-05,0.2947299999999995
-7.75e-05,-1.822828e-05,0.2812899999999994
-7.5e-05,-1.753881e-05,0.2878440000000011
-7.25e-05,-1.678906e-05,0.29680999999999935
-7e-05,-1.605476e-05,0.2906900000000001
-6.75e-05,-1.533561e-05,0.28347200000000017
-6.5e-05,-1.46374e-05,0.2771300000000001
-6.25e-05,-1.394996e-05,0.27609200000000067
-6e-05,-1.325694e-05,0.2788959999999996
-5.75e-05,-1.255548e-05,0.28696600000000005
-5.5e-05,-1.182211e-05,0.2874540000000003
-5.25e-05,-1.111821e-05,0.27218600000000004
-5e-05,-1.046118e-05,0.2853340000000002
-4.75e-05,-9.69154e-06,0.29103140000000005
-4.5e-05,-9.006023e-06,0.28756320000000013
-4.25e-05,-8.253724e-06,0.28951499999999997
-4e-05,-7.558448e-06,0.27039059999999937
-3.75e-05,-6.901771e-06,0.29265719999999984
-3.5e-05,-6.095162e-06,0.31395700000000004
-3.25e-05,-5.331986e-06,0.31769380000000036
-3e-05,-4.506693e-06,0.3622624000000001
-2.75e-05,-3.520674e-06,0.4717862000000001
-2.5e-05,-2.147762e-06,1.0501160000000003
-2.25e-05,1.729906e-06,0.778594
-2e-05,1.745208e-06,0.011884200000000067
-1.75e-05,1.789327e-06,0.007452999999999932
-1.5e-05,1.782473e-06,-0.005298400000000036
-1.25e-05,1.762835e-06,0.00036359999999996395
-9.99999999999997e-06,1.784291e-06,0.013681200000000115
-7.49999999999999e-06,1.831241e-06,0.017766599999999966
-4.99999999999996e-06,1.873124e-06,0.006758599999999726
-2.50000000000001e-06,1.865034e-06,-0.007720999999999978
0.0,1.834519e-06,-0.012205999999999932
