appl_current,meas_voltage_K1,dV_dI
-0.0002,-0.007579864,51.127499999999955
-0.000196,-0.007375354,51.06387499999994
-0.000192,-0.007171353,51.06587499999989
-0.000188,-0.006966827,49.8226249999999
-0.000184,-0.006772772,48.86175000000014
-0.00018,-0.006575933,48.70637499999998
-0.000176,-0.006383121,47.513624999999934
-0.000172,-0.006195824,47.07762500000024
-0.000168,-0.0060065,47.27987499999995
-0.000164,-0.005817585,46.645250000000146
-0.00016,-0.005633338,46.46825000000001
-0.000156,-0.005445839,47.34249999999986
-0.000152,-0.005254598,45.65025000000003
-0.000148,-0.005080637,43.146499999999946
-0.000144,-0.004909426,42.84337500000004
-0.00014,-0.00473789,42.92549999999994
-0.000136,-0.004566022,42.86575000000016
-0.000132,-0.004394964,42.94212500000003
-0.000128,-0.004222485,43.23312499999997
-0.000124,-0.004049099,43.6893750000001
-0.00012,-0.00387297,44.13824999999997
-0.000116,-0.003695993,44.49762499999997
-0.000112,-0.003516989,44.72999999999996
-0.000108,-0.003338153,44.45487499999996
-0.000104,-0.00316135,43.87900000000002
-0.0001,-0.002987121,43.02425000000005
-9.6e-05,-0.002817156,42.12912499999999
-9.2e-05,-0.002650088,41.41749999999996
-8.8e-05,-0.002485816,40.726624999999956
-8.4e-05,-0.002324275,40.11762500000009
-8e-05,-0.002164875,39.386625000000095
-7.6e-05,-0.002009182,38.571875000000034
-7.2e-05,-0.0018563,37.88299999999998
-6.8e-05,-0.001706118,37.30224999999996
-6.4e-05,-0.001557882,37.03962499999997
-6e-05,-0.001409801,36.661625000000015
-5.6e-05,-0.001264589,35.82225
-5.2e-05,-0.001123223,35.735787500000015
-4.8e-05,-0.0009787027,36.567987500000015
-4.4e-05,-0.0008306791,37.56481249999999
-4e-05,-0.0006781842,39.710050000000024
-3.6e-05,-0.0005129987,82.99802999999996
-3.2e-05,-1.419996e-05,62.40394249999993
-2.8e-05,-1.376716e-05,0.09505125000000003
-2.4e-05,-1.343955e-05,0.16363000000000016
-2e-05,-1.245812e-05,0.12644875000000022
-1.6e-05,-1.242796e-05,0.051762500000000156
-1.2e-05,-1.204402e-05,0.07074500000000006
-8e-06,-1.1862e-05,0.05079000000000011
-4.00000000000002e-06,-1.16377e-05,0.1270825
-2.71050543121376e-20,-1.084534e-05,0.10968875000000056
3.99999999999999e-06,-1.076019e-05,0.031147500000000106
7.99999999999998e-06,-1.059616e-05,0.03639500000000018
1.2e-05,-1.046903e-05,0.03591500000000014
1.6e-05,-1.030884e-05,0.09576637499999974
2e-05,-9.702899e-06,0.06441299999999983
2.4e-05,-9.793536e-06,-0.0033449999999999314
2.8e-05,-9.729659e-06,0.0002142499999999714
3.2e-05,-9.791822e-06,-0.007325249999999839
3.6e-05,-9.788261e-06,0.05581725000000004
4e-05,-9.345284e-06,0.018155624999999898
4.4e-05,-9.643016e-06,-0.06769074999999991
4.8e-05,-9.88681e-06,-0.05406425000000015
5.2e-05,-1.007553e-05,-0.05638749999999981
5.6e-05,-1.033791e-05,-0.017772499999999747
6e-05,-1.021771e-05,191.70186375000037
6.4e-05,0.001523277,210.2323387500003
6.8e-05,0.001671641,37.28762499999996
7.2e-05,0.001821578,37.775499999999994
7.6e-05,0.001973845,38.42237499999996
8e-05,0.002128957,39.125500000000045
8.4e-05,0.002286849,39.77837500000004
8.8e-05,0.002447184,40.42599999999993
9.2e-05,0.002610257,41.13662500000004
9.6e-05,0.002776277,41.91862500000002
0.0001,0.002945606,42.68000000000001
0.000104,0.003117717,43.444375000000036
0.000108,0.003293161,44.22787499999998
0.000112,0.00347154,44.604499999999916
0.000116,0.003649997,44.396624999999915
0.00012,0.003826713,43.90550000000002
0.000124,0.004001241,43.36012499999998
0.000128,0.004173594,43.073749999999905
0.000132,0.004345831,42.938999999999965
0.000136,0.004517106,42.91862500000025
0.00014,0.00468918,42.87324999999987
0.000144,0.004860092,42.83999999999992
0.000148,0.0050319,43.19799999999998
0.000152,0.005205676,45.60974999999996
0.000156,0.005396778,47.387124999999855
0.00016,0.005584773,46.59450000000004
0.000164,0.005769534,46.651375000000144
0.000168,0.005957984,47.207250000000045
0.000172,0.006147192,47.211874999999964
0.000176,0.006335679,47.718249999999784
0.00018,0.006528938,48.887750000000096
0.000184,0.006726781,49.156000000000176
0.000188,0.006922186,50.187499999999886
0.000192,0.007128281,51.60287500000004
0.000196,0.007335009,51.645249999999805
0.0002,0.007541443,51.60849999999983
