appl_current,meas_voltage_K1,dV_dI
-5e-05,-9.372558e-05,2.343319999999987
-4.9e-05,-9.138226e-05,2.364689999999989
-4.8e-05,-8.89962e-05,2.4069300000000027
-4.7e-05,-8.65684e-05,2.3887649999999923
-4.6e-05,-8.421867e-05,2.389125000000007
-4.5e-05,-8.179015e-05,2.375495000000008
-4.4e-05,-7.946768e-05,2.27812999999999
-4.3e-05,-7.723389e-05,2.264594999999993
-4.2e-05,-7.493849e-05,2.2545
-4.1e-05,-7.272489e-05,2.191120000000005
-4e-05,-7.055625e-05,2.1713550000000055
-3.9e-05,-6.838218e-05,2.153564999999986
-3.8e-05,-6.624912e-05,2.1430250000000015
-3.7e-05,-6.409613e-05,2.112089999999995
-3.6e-05,-6.202494e-05,2.0824300000000058
-3.5e-05,-5.993127e-05,2.0552499999999974
-3.4e-05,-5.791444e-05,2.0346150000000094
-3.3e-05,-5.586204e-05,2.047754999999995
-3.2e-05,-5.381893e-05,2.0518999999999963
-3.1e-05,-5.175824e-05,2.0022300000000044
-3e-05,-4.981447e-05,1.9661899999999939
-2.9e-05,-4.782586e-05,1.993624999999998
-2.8e-05,-4.582722e-05,2.018205000000002
-2.7e-05,-4.378945e-05,1.999205
-2.6e-05,-4.182881e-05,1.9162550000000067
-2.5e-05,-3.995694e-05,1.895345000000006
-2.4e-05,-3.803812e-05,1.945814999999996
-2.3e-05,-3.606531e-05,1.9433349999999976
-2.2e-05,-3.415145e-05,1.954535
-2.1e-05,-3.215624e-05,1.913365000000006
-2e-05,-3.032472e-05,1.8616849999999996
-1.9e-05,-2.843287e-05,1.9137849999999972
-1.8e-05,-2.649715e-05,1.8974749999999982
-1.7e-05,-2.463792e-05,1.8918800000000005
-1.6e-05,-2.271339e-05,1.872345000000001
-1.5e-05,-2.089323e-05,1.8067900000000012
-1.4e-05,-1.909981e-05,1.8708200000000001
-1.3e-05,-1.715159e-05,1.8758850000000002
-1.2e-05,-1.534804e-05,1.8545800000000003
-1.1e-05,-1.344243e-05,1.8404849999999993
-1e-05,-1.166707e-05,1.7866095000000008
-9e-06,-9.869211e-06,1.8686274999999997
-8e-06,-7.929815e-06,1.8432095000000075
-7.00000000000001e-06,-6.182792e-06,1.8226324999999988
-6e-06,-4.28455e-06,1.8225054999999981
-5.00000000000001e-06,-2.537781e-06,1.8096990999999987
-4e-06,-6.651518e-07,4.026704000000043
-3.00000000000001e-06,5.515627e-06,3.1281459000000607
-2e-06,5.59114e-06,0.09155299999999977
-1e-06,5.698733e-06,0.03783850000000033
-6.7762635780344e-21,5.666817e-06,0.003598500000000282
9.99999999999997e-07,5.70593e-06,0.09392950000000111
1.99999999999999e-06,5.854676e-06,0.0662300000000009
3e-06,5.83839e-06,0.05297699999999983
4e-06,5.96063e-06,0.028704999999999536
4.99999999999999e-06,5.8958e-06,0.0003799999999998249
6e-06,5.96139e-06,0.07026100000000035
6.99999999999999e-06,6.036322e-06,0.08063099999999945
8e-06,6.122652e-06,0.08104099999999947
9e-06,6.198404e-06,0.031096500000000304
9.99999999999999e-06,6.184845e-06,0.0014599999999997948
1.1e-05,6.201324e-06,0.059949999999999726
1.2e-05,6.304745e-06,0.06914350000000047
1.3e-05,6.339611e-06,0.06298949999999959
1.4e-05,6.430724e-06,0.02998499999999993
1.5e-05,6.399581e-06,-0.0075179999999992475
1.6e-05,6.415688e-06,0.056917999999999136
1.7e-05,6.513417e-06,0.0646435000000003
1.8e-05,6.544975e-06,0.06043399999999988
1.9e-05,6.634285e-06,0.044788999999999746
2e-05,6.634553e-06,0.027714000000000016
2.1e-05,6.689713e-06,0.04660750000000036
2.2e-05,6.727768e-06,0.06433050000000007
2.3e-05,6.818374e-06,0.06952299999999978
2.4e-05,6.866814e-06,-0.006347000000000325
2.5e-05,6.80568e-06,0.0009760000000000879
2.6e-05,6.868766e-06,0.04784350000000037
2.7e-05,6.901367e-06,0.07587800000000033
2.8e-05,7.020522e-06,0.06361550000000005
2.9e-05,7.028598e-06,0.02451049999999988
3e-05,7.069543e-06,0.021694499999999728
3.1e-05,7.071987e-06,0.021858500000000003
3.2e-05,7.11326e-06,0.09798199999999957
3.3e-05,7.267951e-06,0.07366549999999972
3.4e-05,7.260591e-06,-0.017224500000000198
3.5e-05,7.233502e-06,0.024860499999999064
3.6e-05,7.310312e-06,0.0796629999999996
3.7e-05,7.392828e-06,0.07023099999999971
3.8e-05,7.450774e-06,0.06861450000000024
3.9e-05,7.530057e-06,35.52046799999974
4e-05,7.849171e-05,36.452871499999745
4.1e-05,8.04358e-05,1.925405000000005
4.2e-05,8.234252e-05,1.9108249999999956
4.3e-05,8.425745e-05,1.9184000000000054
4.4e-05,8.617932e-05,1.8634549999999948
4.5e-05,8.798436e-05,1.8901650000000032
4.6e-05,8.995965e-05,1.9347650000000058
4.7e-05,9.185389e-05,1.9361400000000017
4.8e-05,9.383193e-05,1.9333500000000043
4.9e-05,9.572059e-05,1.8623499999999922
5e-05,9.755663e-05,1.8360399999999961
