appl_current,meas_voltage_K1,dV_dI
-1e-06,-0.03247851,-0.4999999997368216
-9.8e-07,-0.03247852,-0.75
-9.6e-07,-0.03247854,0.24999999988358468
-9.4e-07,-0.03247851,-1.25
-9.2e-07,-0.03247859,0.5000000001164153
-9e-07,-0.03247849,1.7500000001164153
-8.8e-07,-0.03247852,0.2500000001164153
-8.6e-07,-0.03247848,2.4999999998835847
-8.4e-07,-0.03247842,1.0
-8.2e-07,-0.03247844,1.75
-8e-07,-0.03247835,1.0
-7.8e-07,-0.0324784,1.2500000001164153
-7.6e-07,-0.0324783,2.2499999998835847
-7.4e-07,-0.03247831,2.0
-7.2e-07,-0.03247822,2.5
-7e-07,-0.03247821,-0.24999999988358468
-6.8e-07,-0.03247823,0.0
-6.6e-07,-0.03247821,1.4999999998835847
-6.4e-07,-0.03247817,2.25
-6.2e-07,-0.03247812,2.75
-6e-07,-0.03247806,2.5
-5.8e-07,-0.03247802,-0.24999999976716936
-5.6e-07,-0.03247807,-1.4999999998835847
-5.4e-07,-0.03247808,1.0
-5.2e-07,-0.03247803,1.75
-5e-07,-0.03247801,-0.5000000001164153
-4.8e-07,-0.03247805,-1.25
-4.6e-07,-0.03247806,0.75
-4.4e-07,-0.03247802,0.0
-4.2e-07,-0.03247806,1.25
-4e-07,-0.03247797,2.25
-3.8e-07,-0.03247797,-0.7499999998835847
-3.6e-07,-0.032478,-1.25
-3.4e-07,-0.03247802,-1.0000000001164153
-3.2e-07,-0.03247804,-0.24999999988358468
-3e-07,-0.03247803,0.4999999998835847
-2.8e-07,-0.03247802,0.0
-2.6e-07,-0.03247803,0.0
-2.4e-07,-0.03247802,-0.5000000001164153
-2.2e-07,-0.03247805,-1.0
-2e-07,-0.03247806,-0.25
-1.8e-07,-0.03247806,-0.4999999998835847
-1.6e-07,-0.03247808,2.5000000001164153
-1.4e-07,-0.03247796,4.25
-1.2e-07,-0.03247791,-1.75
-9.99999999999999e-08,-0.03247803,-4.0
-8e-08,-0.03247807,0.4999999998835847
-6e-08,-0.03247801,1.0000000001164153
-3.99999999999998e-08,-0.03247803,2.5
-2e-08,-0.03247791,2.2500000001164153
0.0,-0.03247794,-2.7500000001164153
2e-08,-0.03247802,0.0
4e-08,-0.03247794,2.0000000001164153
6.00000000000001e-08,-0.03247794,0.49999999976716936
8.00000000000001e-08,-0.03247792,-1.25
1e-07,-0.03247799,-1.75
1.2e-07,-0.03247799,-6.500000000116415
1.4e-07,-0.03247825,-28.0
1.6e-07,-0.03247911,-14.75
1.8e-07,-0.03247884,3.75
2e-07,-0.03247896,-17.249999999883585
2.2e-07,-0.03247953,1463307.2500000044
2.4e-07,0.02605333,1622653.000000004
2.6e-07,0.03242659,159312.24999999988
2.8e-07,0.03242582,-49.499999999883585
3e-07,0.03242461,-28.500000000116415
3.2e-07,0.03242468,3.0000000001164153
3.4e-07,0.03242473,-1.4999999998835847
3.6e-07,0.03242462,-2.7499999998835847
3.8e-07,0.03242462,-1.75
4e-07,0.03242455,-3.0
4.2e-07,0.0324245,-3.5
4.4e-07,0.03242441,-1.5000000001164153
4.6e-07,0.03242444,-1.75
4.8e-07,0.03242434,-4.749999999883585
5e-07,0.03242425,-3.7500000001164153
5.2e-07,0.03242419,-6.25
5.4e-07,0.032424,-14.5
5.6e-07,0.03242361,-93.25
5.8e-07,0.03242027,-106.49999999988358
6e-07,0.03241935,-5.25
6.2e-07,0.03242006,21.75
6.4e-07,0.03242022,5.25
6.6e-07,0.03242027,5.999999999883585
6.8e-07,0.03242046,2.75
7e-07,0.03242038,-3.7499999998835847
7.2e-07,0.03242031,-0.4999999998835847
7.4e-07,0.03242036,2.25
7.6e-07,0.0324204,1.75
7.8e-07,0.03242043,-2.0000000001164153
8e-07,0.03242032,-1.7499999998835847
8.2e-07,0.03242036,2.0
8.4e-07,0.0324204,1.0
8.6e-07,0.0324204,-1.25
8.8e-07,0.03242035,-2.2500000001164153
9e-07,0.03242031,1.4999999998835847
9.2e-07,0.03242041,-0.75
9.4e-07,0.03242028,-0.4999999998835847
9.6e-07,0.03242039,1.75
9.8e-07,0.03242035,0.25
1e-06,0.0324204,2.5000000000718865
