appl_current,meas_voltage_K1,dV_dI
-0.00036,-0.03248034,-0.05555555555522511
-0.0003564,-0.03248054,-0.050000000001091394
-0.0003528,-0.0324807,-0.03888888888832298
-0.0003492,-0.03248082,-0.009722222222080745
-0.0003456,-0.03248077,0.001388888888868678
-0.000342,-0.03248081,-0.027777777777373558
-0.0003384,-0.03248097,-0.03194444444579858
-0.0003348,-0.03248104,-0.036111111110585625
-0.0003312,-0.03248123,-0.052777777777919255
-0.0003276,-0.03248142,-0.11111111111131322
-0.000324,-0.03248203,-0.19027777777682786
-0.0003204,-0.03248279,-0.3069444444445253
-0.0003168,-0.03248424,-0.5069444444443434
-0.0003132,-0.03248644,-0.7472222222213531
-0.0003096,-0.03248962,31.640277777776646
-0.000306,-0.03225863,101.85138888888832
-0.0003024,-0.03175629,138.25694444444343
-0.0002988,-0.03126318,136.44444444444434
-0.0002952,-0.03077389,136.6569444444449
-0.0002916,-0.03027925,135.2583333333323
-0.000288,-0.02980003,133.56111111111113
-0.0002844,-0.02931761,134.82222222222208
-0.0002808,-0.02882931,137.7430555555561
-0.0002772,-0.02832586,140.66805555555538
-0.0002736,-0.0278165,143.7027777777771
-0.00027,-0.0272912,139.87361111111204
-0.0002664,-0.02680941,132.29722222222244
-0.0002628,-0.02633866,132.29583333333312
-0.0002592,-0.02585688,134.1388888888887
-0.0002556,-0.02537286,132.33749999999918
-0.000252,-0.02490405,129.08888888888941
-0.0002484,-0.02444342,128.4749999999999
-0.0002448,-0.02397903,130.62083333333294
-0.0002412,-0.02350295,131.35277777777765
-0.0002376,-0.02303329,129.73055555555538
-0.000234,-0.02256889,129.27916666666624
-0.0002304,-0.02210248,130.55277777777792
-0.0002268,-0.02162891,130.32777777777846
-0.0002232,-0.02116412,129.58333333333303
-0.0002196,-0.02069591,130.57361111111095
-0.000216,-0.02022399,131.06388888888932
-0.0002124,-0.01975225,131.28333333333376
-0.0002088,-0.01927875,134.38472222222163
-0.0002052,-0.01878468,138.42499999999973
-0.0002016,-0.01828209,142.55555555555566
-0.000198,-0.01775828,162.17777777777837
-0.0001944,-0.01711441,589.6749999999984
-0.0001908,-0.01351262,547.1402777777771
-0.0001872,-0.013175,94.1805555555552
-0.0001836,-0.01283452,93.34722222222217
-0.00018,-0.0125029,92.95972222222258
-0.0001764,-0.01216521,92.57361111111095
-0.0001728,-0.01183637,91.29305555555538
-0.0001692,-0.0115079,90.3791666666666
-0.0001656,-0.01118564,89.3166666666666
-0.000162,-0.01086482,88.68194444444453
-0.0001584,-0.01054713,87.97361111111104
-0.0001548,-0.01023141,87.138611111111
-0.0001512,-0.009919732,86.50333333333333
-0.0001476,-0.009608586,86.33652777777797
-0.000144,-0.009298109,87.04680555555547
-0.0001404,-0.008981849,89.59097222222204
-0.0001368,-0.008653054,95.69486111111155
-0.0001332,-0.008292846,97.53361111111144
-0.0001296,-0.007950812,142.67458333333298
-0.000126,-0.007265589,156.6118055555553
-0.0001224,-0.006823207,120.83819444444441
-0.0001188,-0.006395554,116.33041666666679
-0.0001152,-0.005985628,109.57083333333333
-0.0001116,-0.005606644,112.02333333333331
-0.000108,-0.00517906,259.4829166666673
-0.0001044,-0.003738367,719.1454144444434
-0.0001008,-1.213016e-06,519.0899634861092
-9.72e-05,-9.192629e-07,0.06721962500000007
-9.36e-05,-7.290347e-07,0.05976965277777779
-9e-05,-4.889214e-07,0.04908098611111118
-8.64e-05,-3.756516e-07,0.022209263888888844
-8.28e-05,-3.290147e-07,0.023057722222222264
-7.92e-05,-2.09636e-07,0.01872845833333339
-7.56e-05,-1.941698e-07,0.027386161111111203
-7.2e-05,-1.245564e-08,0.027400645277777868
-6.84e-05,3.114846e-09,0.006630494444444454
-6.48e-05,3.528392e-08,0.010510700555555553
-6.12e-05,7.879189e-08,0.010957705555555546
-5.76e-05,1.141794e-07,0.026401959722222226
-5.4e-05,2.68886e-07,0.017072902777777784
-5.04e-05,2.371043e-07,0.0005401250000000024
-4.68e-05,2.727749e-07,0.004838361111111106
-4.32e-05,2.719405e-07,-0.0003849166666666723
-3.96e-05,2.700035e-07,0.013991500000000004
-3.6e-05,3.726793e-07,0.008600597222222228
-3.24e-05,3.319278e-07,-0.005806861111111117
-2.88e-05,3.308699e-07,0.010881138888888905
-2.52e-05,4.10272e-07,0.009256624999999997
-2.16e-05,3.975176e-07,0.012427000000000007
-1.8e-05,4.997464e-07,0.010626583333333328
-1.44e-05,4.74029e-07,-0.0016721111111111103
-1.08e-05,4.877072e-07,-0.0058585833333333545
-7.20000000000001e-06,4.318472e-07,-0.002334333333333466
-3.59999999999998e-06,4.709e-07,0.01630100000000005
0.0,5.492144e-07,0.02175400000000012
