appl_current,meas_voltage_K1,dV_dI
-0.0002,-2.713442e-06,0.2760144999999971
-0.000198,-2.161413e-06,0.23071874999999853
-0.000196,-1.790567e-06,0.17876275000000053
-0.000194,-1.446362e-06,0.16364675000000045
-0.000192,-1.13598e-06,0.1465898500000004
-0.00019,-8.600026e-07,0.11802274999999979
-0.000188,-6.63889e-07,0.08844632499999952
-0.000186,-5.062173e-07,0.08511992500000025
-0.000184,-3.234093e-07,0.07416097500000021
-0.000182,-2.095734e-07,0.051382625000000154
-0.00018,-1.178788e-07,0.05589731999999964
-0.000178,1.401588e-08,0.06725482499999975
-0.000176,1.511405e-07,0.046987130000000134
-0.000174,2.019644e-07,0.0381663250000001
-0.000172,3.038058e-07,0.034735600000000096
-0.00017,3.409068e-07,0.019265674999999913
-0.000168,3.808685e-07,0.024454599999999965
-0.000166,4.387252e-07,0.03174445000000008
-0.000164,5.078463e-07,0.03295877500000009
-0.000162,5.705603e-07,0.02890597500000011
-0.00016,6.234702e-07,0.022744849999999955
-0.000158,6.615397e-07,0.021686924999999913
-0.000156,7.102179e-07,0.027091900000000113
-0.000154,7.699073e-07,0.030910050000000105
-0.000152,8.338581e-07,0.012136050000000231
-0.00015,8.184515e-07,0.010023950000000142
-0.000148,8.739539e-07,0.02057315000000004
-0.000146,9.007441e-07,0.02099410000000007
-0.000144,9.579303e-07,0.017507500000000037
-0.000142,9.707741e-07,-0.0002868249999998518
-0.00014,9.56783e-07,0.0013074750000000857
-0.000138,9.76004e-07,0.02106125000000003
-0.000136,1.041028e-06,0.01807750000000008
-0.000134,1.048314e-06,0.007703249999999995
-0.000132,1.071841e-06,0.0013000000000001344
-0.00013,1.053514e-06,0.012128500000000209
-0.000128,1.120355e-06,0.0190570000000001
-0.000126,1.129742e-06,0.012996500000000077
-0.000124,1.172341e-06,0.014821749999999967
-0.000122,1.189029e-06,0.0078044999999999365
-0.00012,1.203559e-06,0.011853499999999961
-0.000118,1.236443e-06,0.011137750000000057
-0.000116,1.24811e-06,0.008109249999999957
-0.000114,1.26888e-06,0.013339249999999914
-0.000112,1.301467e-06,0.007516999999999996
-0.00011,1.298948e-06,0.0024509999999999255
-0.000108,1.311271e-06,0.012978000000000045
-0.000106,1.35086e-06,0.013581249999999934
-0.000104,1.365596e-06,0.012072750000000076
-0.000102,1.399151e-06,0.0032332499999999653
-0.0001,1.378529e-06,0.0005289999999998907
-9.8e-05,1.401267e-06,0.01522775000000004
-9.6e-05,1.43944e-06,0.012277499999999997
-9.4e-05,1.450377e-06,0.008519250000000034
-9.2e-05,1.473517e-06,0.009990500000000069
-9e-05,1.490339e-06,0.022446749999999904
-8.8e-05,1.563304e-06,0.0128474999999999
-8.6e-05,1.541729e-06,0.0026409999999998934
-8.4e-05,1.573868e-06,0.02155650000000009
-8.2e-05,1.627955e-06,-0.006123750000000039
-8e-05,1.549373e-06,-0.007796250000000227
-7.8e-05,1.59677e-06,0.00778524999999991
-7.6e-05,1.580514e-06,0.0159539999999998
-7.4e-05,1.660586e-06,0.013312999999999853
-7.2e-05,1.633766e-06,-0.008116750000000061
-7e-05,1.628119e-06,0.009841500000000114
-6.8e-05,1.673132e-06,0.015596500000000069
-6.6e-05,1.690505e-06,0.017138749999999925
-6.4e-05,1.741687e-06,0.011428499999999953
-6.2e-05,1.736219e-06,-0.0013522499999999993
-6e-05,1.736278e-06,0.002298249999999946
-5.8e-05,1.745412e-06,0.0018922499999999842
-5.6e-05,1.743847e-06,0.012266500000000014
-5.4e-05,1.794478e-06,0.021698249999999975
-5.2e-05,1.83064e-06,0.0005399999999999294
-5e-05,1.796638e-06,0.005106999999999917
-4.8e-05,1.851068e-06,0.010966499999999935
-4.6e-05,1.840504e-06,0.0052335000000000576
-4.4e-05,1.872002e-06,0.005982250000000022
-4.2e-05,1.864433e-06,-0.005561000000000038
-4e-05,1.849758e-06,0.0023619999999999752
-3.8e-05,1.873881e-06,0.01830474999999998
-3.6e-05,1.922977e-06,0.006313999999999931
-3.4e-05,1.899137e-06,0.010008999999999935
-3.2e-05,1.963013e-06,-0.0006892499999999746
-3e-05,1.89638e-06,-0.00608650000000005
-2.8e-05,1.938667e-06,0.0226035
-2.6e-05,1.986794e-06,0.013924000000000047
-2.4e-05,1.994363e-06,0.004559249999999959
-2.2e-05,2.005031e-06,-0.00041349999999995557
-2e-05,1.992709e-06,-0.00042450000000016086
-1.8e-05,2.003333e-06,0.00416825000000004
-1.6e-05,2.009382e-06,0.008820749999999933
-1.4e-05,2.038616e-06,0.01859899999999992
-1.2e-05,2.083778e-06,-0.0005847500000000228
-1e-05,2.036277e-06,-0.0077742499999999826
-8e-06,2.052681e-06,0.010247250000000041
-6.00000000000001e-06,2.077266e-06,0.010817500000000146
-4.00000000000002e-06,2.095951e-06,0.01312325000000003
-2.00000000000002e-06,2.129759e-06,-0.0004172499999998136
0.0,2.094282e-06,-0.017738499999999782
