y_field,Ic
-0.001265,7.4e-06
-0.0012648,6.8e-06
-0.0012646,6.4e-06
-0.0012644,5.8e-06
-0.0012642,6e-06
-0.001264,6.2e-06
-0.0012638,5.6e-06
-0.0012636,5.2e-06
-0.0012634,5.2e-06
-0.0012632,5e-06
-0.001263,4.6e-06
-0.0012628,4.6e-06
-0.0012626,4.8e-06
-0.0012624,5.8e-06
-0.0012622,5.6e-06
-0.001262,7.6e-06
-0.0012618,7e-06
-0.0012616,7e-06
-0.0012614,7.4e-06
-0.0012612,7.6e-06
-0.001261,8.2e-06
-0.0012608,9e-06
-0.0012606,8.6e-06
-0.0012604,9.4e-06
-0.0012602,9.6e-06
-0.00126,9.8e-06
-0.0012598,9.8e-06
-0.0012596,9.8e-06
-0.0012594,9.8e-06
-0.0012592,9.6e-06
-0.001259,9.4e-06
-0.0012588,9.4e-06
-0.0012586,9e-06
-0.0012584,8.8e-06
-0.0012582,8.2e-06
-0.001258,8.4e-06
-0.0012578,7.6e-06
-0.0012576,8.2e-06
-0.0012574,7.4e-06
-0.0012572,7.2e-06
-0.001257,6.8e-06
-0.0012568,6.6e-06
-0.0012566,6.4e-06
-0.0012564,6.6e-06
-0.0012562,6.2e-06
-0.001256,6e-06
-0.0012558,5e-06
-0.0012556,5.6e-06
-0.0012554,5e-06
-0.0012552,4.6e-06
-0.001255,4.8e-06
-0.0012548,4.6e-06
-0.0012546,4.6e-06
-0.0012544,4.6e-06
-0.0012542,5.8e-06
-0.001254,6.4e-06
-0.0012538,6.8e-06
-0.0012536,7.2e-06
-0.0012534,7.6e-06
-0.0012532,7.4e-06
-0.001253,8.6e-06
-0.0012528,8.6e-06
-0.0012526,8.8e-06
-0.0012524,9.2e-06
-0.0012522,9.2e-06
-0.001252,9.6e-06
-0.0012518,9.8e-06
-0.0012516,9.6e-06
-0.0012514,9.6e-06
-0.0012512,9.6e-06
-0.001251,9.6e-06
-0.0012508,9e-06
-0.0012506,8.8e-06
-0.0012504,8.4e-06
-0.0012502,8.4e-06
-0.00125,8.2e-06
-0.0012498,8e-06
-0.0012496,8.2e-06
-0.0012494,7.6e-06
-0.0012492,7.4e-06
-0.001249,7.4e-06
-0.0012488,6.6e-06
-0.0012486,6e-06
-0.0012484,6.2e-06
-0.0012482,5.8e-06
-0.001248,6e-06
-0.0012478,6e-06
-0.0012476,5.4e-06
-0.0012474,5.2e-06
-0.0012472,5e-06
-0.001247,4.6e-06
-0.0012468,4.6e-06
-0.0012466,4.6e-06
-0.0012464,4.6e-06
-0.0012462,6.2e-06
-0.001246,5.6e-06
-0.0012458,7e-06
-0.0012456,6.8e-06
-0.0012454,7.8e-06
-0.0012452,7.4e-06
-0.001245,8e-06
-0.0012448,8.6e-06
-0.0012446,8.6e-06
-0.0012444,8.8e-06
-0.0012442,9.2e-06
-0.001244,9.8e-06
-0.0012438,9.8e-06
-0.0012436,9.8e-06
-0.0012434,9.6e-06
-0.0012432,9.8e-06
-0.001243,9.6e-06
-0.0012428,9.8e-06
-0.0012426,9.2e-06
-0.0012424,9.2e-06
-0.0012422,8.8e-06
-0.001242,8.4e-06
-0.0012418,8.4e-06
-0.0012416,7.8e-06
-0.0012414,7.4e-06
-0.0012412,7.2e-06
-0.001241,6.8e-06
-0.0012408,7e-06
-0.0012406,6.4e-06
-0.0012404,6e-06
-0.0012402,5.6e-06
-0.00124,6e-06
-0.0012398,5.6e-06
-0.0012396,5e-06
-0.0012394,5e-06
-0.0012392,4.8e-06
-0.001239,4.8e-06
-0.0012388,4.6e-06
-0.0012386,4.6e-06
-0.0012384,5e-06
-0.0012382,4.6e-06
-0.001238,4.8e-06
-0.0012378,6.8e-06
-0.0012376,7e-06
-0.0012374,6.8e-06
-0.0012372,7.8e-06
-0.001237,7e-06
-0.0012368,8e-06
-0.0012366,8e-06
-0.0012364,9.2e-06
-0.0012362,9.2e-06
-0.001236,9.4e-06
-0.0012358,9.6e-06
-0.0012356,9.8e-06
-0.0012354,9.8e-06
-0.0012352,9.6e-06
-0.001235,9.6e-06
