y_field,Ic
-0.001265,5.2e-06
-0.0012648,4.8e-06
-0.0012646,5.4e-06
-0.0012644,5.4e-06
-0.0012642,5.8e-06
-0.001264,6.4e-06
-0.0012638,6.4e-06
-0.0012636,6.4e-06
-0.0012634,7e-06
-0.0012632,7.4e-06
-0.001263,8e-06
-0.0012628,8.2e-06
-0.0012626,8.2e-06
-0.0012624,8.6e-06
-0.0012622,8.8e-06
-0.001262,9e-06
-0.0012618,9.2e-06
-0.0012616,9.2e-06
-0.0012614,9.2e-06
-0.0012612,9.6e-06
-0.001261,9.6e-06
-0.0012608,9.6e-06
-0.0012606,9.6e-06
-0.0012604,9.4e-06
-0.0012602,9e-06
-0.00126,9.4e-06
-0.0012598,8.6e-06
-0.0012596,8.4e-06
-0.0012594,8e-06
-0.0012592,7.4e-06
-0.001259,7e-06
-0.0012588,6.6e-06
-0.0012586,5.4e-06
-0.0012584,6.4e-06
-0.0012582,5.2e-06
-0.001258,4.4e-06
-0.0012578,4.6e-06
-0.0012576,4.6e-06
-0.0012574,4.4e-06
-0.0012572,4.8e-06
-0.001257,5.2e-06
-0.0012568,4.8e-06
-0.0012566,5.8e-06
-0.0012564,5.8e-06
-0.0012562,5.4e-06
-0.001256,5.8e-06
-0.0012558,6.4e-06
-0.0012556,6.6e-06
-0.0012554,7.2e-06
-0.0012552,6.8e-06
-0.001255,7.4e-06
-0.0012548,7.2e-06
-0.0012546,8e-06
-0.0012544,8.6e-06
-0.0012542,8.8e-06
-0.001254,9e-06
-0.0012538,9e-06
-0.0012536,9.2e-06
-0.0012534,9e-06
-0.0012532,9.2e-06
-0.001253,9.6e-06
-0.0012528,9.6e-06
-0.0012526,9.4e-06
-0.0012524,9e-06
-0.0012522,9.6e-06
-0.001252,8.8e-06
-0.0012518,8.8e-06
-0.0012516,7.2e-06
-0.0012514,8.2e-06
-0.0012512,6.8e-06
-0.001251,7.6e-06
-0.0012508,6.4e-06
-0.0012506,5.4e-06
-0.0012504,4.4e-06
-0.0012502,6e-06
-0.00125,4.4e-06
-0.0012498,4.4e-06
-0.0012496,4.4e-06
-0.0012494,4.4e-06
-0.0012492,4.6e-06
-0.001249,5.2e-06
-0.0012488,5.2e-06
-0.0012486,5.4e-06
-0.0012484,5.6e-06
-0.0012482,6e-06
-0.001248,5.6e-06
-0.0012478,6.2e-06
-0.0012476,6.6e-06
-0.0012474,7.4e-06
-0.0012472,7e-06
-0.001247,7.2e-06
-0.0012468,7.2e-06
-0.0012466,7.4e-06
-0.0012464,8.4e-06
-0.0012462,8.2e-06
-0.001246,8.6e-06
-0.0012458,9e-06
-0.0012456,9.2e-06
-0.0012454,9.4e-06
-0.0012452,9.2e-06
-0.001245,9.6e-06
-0.0012448,9.4e-06
-0.0012446,9.6e-06
-0.0012444,9.6e-06
-0.0012442,9.6e-06
-0.001244,9e-06
-0.0012438,8.6e-06
-0.0012436,7.8e-06
-0.0012434,8e-06
-0.0012432,7.8e-06
-0.001243,7.4e-06
-0.0012428,6.4e-06
-0.0012426,6.8e-06
-0.0012424,6e-06
-0.0012422,6e-06
-0.001242,4.6e-06
-0.0012418,4.4e-06
-0.0012416,4.4e-06
-0.0012414,4.8e-06
-0.0012412,4.8e-06
-0.001241,4.8e-06
-0.0012408,5e-06
-0.0012406,4.8e-06
-0.0012404,5.4e-06
-0.0012402,5.8e-06
-0.00124,6.2e-06
-0.0012398,6.6e-06
-0.0012396,6.6e-06
-0.0012394,6.6e-06
-0.0012392,6.4e-06
-0.001239,7.2e-06
-0.0012388,7.2e-06
-0.0012386,7.8e-06
-0.0012384,8.2e-06
-0.0012382,8.6e-06
-0.001238,8.6e-06
-0.0012378,8.6e-06
-0.0012376,9.2e-06
-0.0012374,8.8e-06
-0.0012372,9.2e-06
-0.001237,9.4e-06
-0.0012368,9.4e-06
-0.0012366,9.6e-06
-0.0012364,9.6e-06
-0.0012362,9.4e-06
-0.001236,9.4e-06
-0.0012358,9e-06
-0.0012356,8.6e-06
-0.0012354,8.2e-06
-0.0012352,8.6e-06
-0.001235,7.2e-06
