Phi_ext,I_s
-3e-05,0.0005066404468943017
-2.997997997997998e-05,0.0005068408898083823
-2.995995995995996e-05,0.0005069255653303499
-2.993993993993994e-05,0.0005071350321302823
-2.9919919919919922e-05,0.0005070743594849338
-2.98998998998999e-05,0.0005068198813702678
-2.987987987987988e-05,0.0005070883998074434
-2.985985985985986e-05,0.0005069294519733287
-2.983983983983984e-05,0.0005070744292207565
-2.981981981981982e-05,0.0005072187418669907
-2.97997997997998e-05,0.0005071240541329011
-2.977977977977978e-05,0.0005069590512910645
-2.9759759759759762e-05,0.0005071880697644571
-2.973973973973974e-05,0.0005072639178875443
-2.971971971971972e-05,0.0005073153826884103
-2.96996996996997e-05,0.0005073437282793747
-2.967967967967968e-05,0.0005074136914333318
-2.9659659659659662e-05,0.0005073726377910086
-2.963963963963964e-05,0.0005074286743096795
-2.961961961961962e-05,0.0005075769561339425
-2.95995995995996e-05,0.000507633127303694
-2.957957957957958e-05,0.000507710447448021
-2.9559559559559562e-05,0.0005076154517995137
-2.953953953953954e-05,0.0005074947506625991
-2.951951951951952e-05,0.0005077198915696203
-2.94994994994995e-05,0.0005075417697349814
-2.947947947947948e-05,0.0005076654493559427
-2.945945945945946e-05,0.0005078421644080845
-2.943943943943944e-05,0.0005076874521073705
-2.941941941941942e-05,0.0005078697626390209
-2.93993993993994e-05,0.0005079097746071323
-2.937937937937938e-05,0.0005079494884514557
-2.935935935935936e-05,0.0005078935134157789
-2.933933933933934e-05,0.0005079137927686572
-2.931931931931932e-05,0.0005080070286076177
-2.9299299299299302e-05,0.0005080552426575085
-2.927927927927928e-05,0.0005081385245717921
-2.925925925925926e-05,0.0005081559593655378
-2.923923923923924e-05,0.0005080732579176378
-2.921921921921922e-05,0.0005082409477417326
-2.91991991991992e-05,0.0005083249054932891
-2.917917917917918e-05,0.0005083169509734974
-2.915915915915916e-05,0.0005082324857181311
-2.913913913913914e-05,0.0005082530707988231
-2.911911911911912e-05,0.0005084808602185865
-2.90990990990991e-05,0.0005082542325087254
-2.907907907907908e-05,0.0005082233589061596
-2.905905905905906e-05,0.0005082588843925578
-2.903903903903904e-05,0.0005083415175439731
-2.901901901901902e-05,0.0005085356960203286
-2.8998998998999e-05,0.0005083827978872339
-2.897897897897898e-05,0.0005084468067523656
-2.895895895895896e-05,0.0005085460357108484
-2.893893893893894e-05,0.000508416172706306
-2.891891891891892e-05,0.0005086688997397836
-2.88988988988989e-05,0.000508371580203357
-2.887887887887888e-05,0.0005085307940491146
-2.885885885885886e-05,0.0005085749520763658
-2.883883883883884e-05,0.0005085133512389762
-2.881881881881882e-05,0.0005084816433746062
-2.87987987987988e-05,0.0005087549289277243
-2.877877877877878e-05,0.0005085624518578062
-2.875875875875876e-05,0.0005085648663313562
-2.873873873873874e-05,0.0005086688792752689
-2.871871871871872e-05,0.0005088008300030433
-2.86986986986987e-05,0.0005087975399226738
-2.8678678678678678e-05,0.0005085269151632996
-2.865865865865866e-05,0.000508563497464795
-2.863863863863864e-05,0.0005084551923085363
-2.861861861861862e-05,0.0005086663851285298
-2.85985985985986e-05,0.0005086382073559198
-2.8578578578578578e-05,0.0005085878738011017
-2.855855855855856e-05,0.0005084647370551119
-2.853853853853854e-05,0.000508598926526866
-2.851851851851852e-05,0.0005086078124248447
-2.84984984984985e-05,0.0005084175047769195
-2.8478478478478478e-05,0.0005084717146432886
-2.845845845845846e-05,0.0005083919675434266
-2.843843843843844e-05,0.000508281364606588
-2.841841841841842e-05,0.0005083777932616817
-2.83983983983984e-05,0.0005083338898047424
-2.8378378378378378e-05,0.0005083098600815933
-2.835835835835836e-05,0.0005083845846942259
-2.833833833833834e-05,0.0005083506755280357
-2.831831831831832e-05,0.0005082590127473787
-2.82982982982983e-05,0.0005082476631792542
-2.827827827827828e-05,0.0005082831647120588
-2.825825825825826e-05,0.0005080570987756971
-2.823823823823824e-05,0.0005084497074522445
-2.8218218218218218e-05,0.0005081395750411032
-2.81981981981982e-05,0.0005083347988814337
-2.817817817817818e-05,0.000508125163265942
-2.815815815815816e-05,0.000507998037156994
-2.813813813813814e-05,0.0005081112804187702
-2.8118118118118118e-05,0.0005080673616818375
-2.80980980980981e-05,0.0005078781193229345
-2.807807807807808e-05,0.0005076642864054453
-2.8058058058058057e-05,0.0005078888300980092
-2.803803803803804e-05,0.0005078437488109079
-2.8018018018018018e-05,0.0005077558739094701
-2.7997997997998e-05,0.0005078088300589353
-2.797797797797798e-05,0.0005076473467779292
-2.7957957957957958e-05,0.0005078145444944832
-2.793793793793794e-05,0.0005076908140109433
-2.7917917917917918e-05,0.0005075096436323043
-2.78978978978979e-05,0.0005076726762061521
-2.787787787787788e-05,0.0005076881073130292
-2.7857857857857858e-05,0.0005075395380927706
-2.783783783783784e-05,0.0005074762263928103
-2.781781781781782e-05,0.0005075412287121796
-2.77977977977978e-05,0.0005073636241377699
-2.777777777777778e-05,0.0005073936023138461
-2.7757757757757758e-05,0.0005073070742849596
-2.773773773773774e-05,0.0005073893599901416
-2.771771771771772e-05,0.000507385922393329
-2.76976976976977e-05,0.0005070860941202715
-2.767767767767768e-05,0.0005073108202534837
-2.7657657657657658e-05,0.0005071807392403861
-2.763763763763764e-05,0.0005072697475573461
-2.761761761761762e-05,0.0005072201535790561
-2.7597597597597597e-05,0.0005072207112322409
-2.757757757757758e-05,0.0005069322161981919
-2.7557557557557558e-05,0.0005070725460832789
-2.753753753753754e-05,0.000507017357993669
-2.751751751751752e-05,0.0005069739205966229
-2.7497497497497497e-05,0.0005069446950944676
-2.747747747747748e-05,0.0005069805552902781
-2.7457457457457458e-05,0.0005071156842508819
-2.7437437437437437e-05,0.0005068658088720561
-2.741741741741742e-05,0.0005067306828225239
-2.7397397397397398e-05,0.0005067758373498873
-2.737737737737738e-05,0.0005066404467810922
-2.735735735735736e-05,0.0005066195014999234
-2.7337337337337337e-05,0.0005067463460314199
-2.731731731731732e-05,0.000506910517186467
-2.7297297297297298e-05,0.0005067729670522822
-2.727727727727728e-05,0.0005067067484450816
-2.725725725725726e-05,0.0005068202164738837
-2.7237237237237237e-05,0.0005065711870185344
-2.721721721721722e-05,0.0005066676640595277
-2.7197197197197198e-05,0.0005066043003905385
-2.717717717717718e-05,0.0005066086641377943
-2.715715715715716e-05,0.00050656221817234
-2.7137137137137137e-05,0.0005066186306584
-2.711711711711712e-05,0.0005068042940490624
-2.7097097097097098e-05,0.0005065971543133213
-2.707707707707708e-05,0.0005066014444930294
