y_field,Ic
-0.01,7.5e-06
-0.0096,4.5e-06
-0.0092,3.5e-06
-0.0088,4.5e-06
-0.0084,6e-06
-0.008,7.5e-06
-0.0076,7e-06
-0.0072,4.5e-06
-0.0068,4.5e-06
-0.0064,7e-06
-0.006,1.45e-05
-0.0056,1.75e-05
-0.0052,1.65e-05
-0.0048,1.35e-05
-0.0044,9.5e-06
-0.004,7.5e-06
-0.0036,2.8e-05
-0.0032,6.2e-05
-0.0028,9e-05
-0.0024,0.000108
-0.002,0.000116
-0.0016,0.000118
-0.0012,8.6e-05
-0.0008,8.8e-05
-0.0003999999999999,6.4e-05
0.0,4.4e-05
0.0004,1.6e-05
0.0008,7.5e-06
0.0012,1.4e-05
0.0016,1.25e-05
0.002,2e-05
0.0024,1.6e-05
0.0028,8.5e-06
0.0032,5e-06
0.0036,5e-06
0.004,7.5e-06
0.0044,9e-06
0.0048,7e-06
0.0052,5e-06
0.0056,2.5e-06
0.006,3e-06
0.0064,4.5e-06
0.0068,5e-06
0.0072,4e-06
0.0076,3e-06
0.008,2e-06
0.0084,2e-06
0.0088,3.5e-06
0.0092,3e-06
0.0096,3e-06
0.01,2e-06
