y_field,Ic
-0.01,2.5e-06
-0.0096,3.5e-06
-0.0092,5e-06
-0.0088,5e-06
-0.0084,4e-06
-0.008,2e-06
-0.0076,2.5e-06
-0.0072,5e-06
-0.0068,7.5e-06
-0.0064,8e-06
-0.006,6e-06
-0.0056,3e-06
-0.0052,4.5e-06
-0.0048,9e-06
-0.0044,1.5e-05
-0.004,1.75e-05
-0.0036,1.5e-05
-0.0032,1.1e-05
-0.0028,5.5e-06
-0.0024,1.35e-05
-0.002,3.8e-05
-0.0016,6e-05
-0.0012,7.6e-05
-0.0008,9.8e-05
-0.0003999999999999,0.000104
0.0,9.8e-05
0.0004,8.6e-05
0.0008,2.1e-05
0.0012,4.4e-05
0.0016,2.15e-05
0.002,1.15e-05
0.0024,8e-06
0.0028,1.05e-05
0.0032,1.15e-05
0.0036,1.2e-05
0.004,1e-05
0.0044,6e-06
0.0048,4.5e-06
0.0052,5e-06
0.0056,5.5e-06
0.006,5e-06
0.0064,5e-06
0.0068,3.5e-06
0.0072,3.5e-06
0.0076,3e-06
0.008,3e-06
0.0084,3e-06
0.0088,3e-06
0.0092,2.5e-06
0.0096,2e-06
0.01,2e-06
