y_field,Ic
-0.01,3.5e-06
-0.0096,2.5e-06
-0.0092,2.5e-06
-0.0088,3.5e-06
-0.0084,4e-06
-0.008,4e-06
-0.0076,4e-06
-0.0072,3.5e-06
-0.0068,4e-06
-0.0064,5.5e-06
-0.006,7e-06
-0.0056,7.5e-06
-0.0052,5.5e-06
-0.0048,4.5e-06
-0.0044,6e-06
-0.004,1.05e-05
-0.0036,1.7e-05
-0.0032,1.7e-05
-0.0028,1.6e-05
-0.0024,1.1e-05
-0.002,9e-06
-0.0016,2.6e-05
-0.0012,5.6e-05
-0.0008,9.4e-05
-0.0003999999999999,0.000114
0.0,0.000128
0.0004,0.000134
0.0008,0.000124
0.0012,9.6e-05
0.0016,9.2e-05
0.002,2.35e-05
0.0024,3.2e-05
0.0028,1.35e-05
0.0032,7e-06
0.0036,1.45e-05
0.004,1.95e-05
0.0044,2.1e-05
0.0048,1.55e-05
0.0052,8.5e-06
0.0056,4.5e-06
0.006,5e-06
0.0064,8.5e-06
0.0068,9.5e-06
0.0072,7.5e-06
0.0076,5.5e-06
0.008,2.5e-06
0.0084,3e-06
0.0088,4.5e-06
0.0092,5e-06
0.0096,4.5e-06
0.01,3e-06
