y_field,Ic
-0.001865,1.1e-05
-0.0018647,1.15e-05
-0.0018644,1.25e-05
-0.0018641,1.2e-05
-0.0018638,1.25e-05
-0.0018635,1.35e-05
-0.0018632,1.45e-05
-0.0018629,1.5e-05
-0.0018626,1.5e-05
-0.0018623,1.5e-05
-0.001862,1.45e-05
-0.0018617,1.4e-05
-0.0018614,1.35e-05
-0.0018611,1.3e-05
-0.0018608,1.25e-05
-0.0018605,1.2e-05
-0.0018602,1.05e-05
-0.0018599,1e-05
-0.0018596,9e-06
-0.0018593,9e-06
-0.001859,9e-06
-0.0018587,1e-05
-0.0018584,1.1e-05
-0.0018581,1.15e-05
-0.0018578,1.2e-05
-0.0018575,1.3e-05
-0.0018572,1.35e-05
-0.0018569,1.4e-05
-0.0018566,1.45e-05
-0.0018563,1.5e-05
-0.001856,1.5e-05
-0.0018557,1.45e-05
-0.0018554,1.4e-05
-0.0018551,1.25e-05
-0.0018548,1.3e-05
-0.0018545,1.2e-05
-0.0018542,1.15e-05
-0.0018539,1.05e-05
-0.0018536,1e-05
-0.0018533,1e-05
-0.001853,8.5e-06
-0.0018527,9e-06
-0.0018524,1e-05
-0.0018521,1.05e-05
-0.0018518,1.15e-05
-0.0018515,1.25e-05
-0.0018512,1.3e-05
-0.0018509,1.25e-05
-0.0018506,1.4e-05
-0.0018503,1.45e-05
-0.00185,1.5e-05
-0.0018497,1.45e-05
-0.0018494,1.45e-05
-0.0018491,1.3e-05
-0.0018488,1.3e-05
-0.0018485,1.3e-05
-0.0018482,1.15e-05
-0.0018479,1.1e-05
-0.0018476,1.05e-05
-0.0018473,9.5e-06
-0.001847,9.5e-06
-0.0018467,9e-06
-0.0018464,9.5e-06
-0.0018461,1.05e-05
-0.0018458,1.2e-05
-0.0018455,1.3e-05
-0.0018452,1.3e-05
-0.0018449,1.35e-05
-0.0018446,1.4e-05
-0.0018443,1.5e-05
-0.001844,1.45e-05
-0.0018437,1.45e-05
-0.0018434,1.45e-05
-0.0018431,1.35e-05
-0.0018428,1.35e-05
-0.0018425,1.3e-05
-0.0018422,1.2e-05
-0.0018419,1.15e-05
-0.0018416,1.15e-05
-0.0018413,1e-05
-0.001841,9.5e-06
-0.0018407,8.5e-06
-0.0018404,9e-06
-0.0018401,1e-05
-0.0018398,1e-05
-0.0018395,1.05e-05
-0.0018392,1.05e-05
-0.0018389,1.25e-05
-0.0018386,1.4e-05
-0.0018383,1.4e-05
-0.001838,1.45e-05
-0.0018377,1.5e-05
-0.0018374,1.45e-05
-0.0018371,1.45e-05
-0.0018368,1.4e-05
-0.0018365,1.35e-05
-0.0018362,1.25e-05
-0.0018359,1.15e-05
-0.0018356,1.1e-05
-0.0018353,1.05e-05
-0.001835,1e-05
