y_field,Ic
0.000485,1.29e-05
0.0004852,1.52e-05
0.0004854,1.69e-05
0.0004856,1.65e-05
0.0004858,1.69e-05
0.000486,1.66e-05
0.0004862,1.67e-05
0.0004864,1.56e-05
0.0004866,1.62e-05
0.0004868,1.61e-05
0.000487,1.5e-05
0.0004872,1.58e-05
0.0004874,1.49e-05
0.0004876,1.47e-05
0.0004878,1.35e-05
0.000488,1.43e-05
0.0004882,1.26e-05
0.0004884,1.33e-05
0.0004886,1.29e-05
0.0004888,1.08e-05
0.000489,1.09e-05
0.0004892,1.16e-05
0.0004894,1.16e-05
0.0004896,1.01e-05
0.0004898,9.8e-06
0.00049,9.7e-06
0.0004902,9.8e-06
0.0004904,9.5e-06
0.0004906,9.6e-06
0.0004908,9.6e-06
0.000491,1.09e-05
0.0004912,1.08e-05
0.0004914,1.1e-05
0.0004916,1.11e-05
0.0004918,1.18e-05
0.000492,1.13e-05
0.0004922,1.17e-05
0.0004924,1.16e-05
0.0004926,1.29e-05
0.0004928,1.33e-05
0.000493,1.3e-05
0.0004932,1.33e-05
0.0004934,1.37e-05
0.0004936,1.42e-05
0.0004938,1.53e-05
0.000494,1.57e-05
0.0004942,1.62e-05
0.0004944,1.6e-05
0.0004946,1.65e-05
0.0004948,1.7e-05
0.000495,1.73e-05
0.0004952,1.73e-05
0.0004954,1.73e-05
0.0004956,1.66e-05
0.0004958,1.74e-05
0.000496,1.7e-05
0.0004962,1.65e-05
0.0004964,1.62e-05
0.0004966,1.54e-05
0.0004968,1.56e-05
0.000497,1.57e-05
0.0004972,1.48e-05
0.0004974,1.39e-05
0.0004976,1.38e-05
0.0004978,1.34e-05
0.000498,1.09e-05
0.0004982,1.04e-05
0.0004984,1.16e-05
0.0004986,9.6e-06
0.0004988,9.6e-06
0.000499,9.5e-06
0.0004992,9.7e-06
0.0004994,9.8e-06
0.0004996,1e-05
0.0004998,1.09e-05
0.0005,1.06e-05
0.0005002,9.9e-06
0.0005004,1.12e-05
0.0005006,1.18e-05
0.0005008,1.27e-05
0.000501,1.24e-05
0.0005012,1.27e-05
0.0005014,1.26e-05
0.0005016,1.39e-05
0.0005018,1.42e-05
0.000502,1.47e-05
0.0005022,1.51e-05
0.0005024,1.51e-05
0.0005026,1.58e-05
0.0005028,1.59e-05
0.000503,1.64e-05
0.0005032,1.7e-05
0.0005034,1.71e-05
0.0005036,1.68e-05
0.0005038,1.71e-05
0.000504,1.72e-05
0.0005042,1.7e-05
0.0005044,1.65e-05
0.0005046,1.69e-05
0.0005048,1.63e-05
0.000505,1.47e-05
0.0005052,1.45e-05
0.0005054,1.53e-05
0.0005056,1.45e-05
0.0005058,1.33e-05
0.000506,1.22e-05
0.0005062,1.24e-05
0.0005064,1.22e-05
0.0005066,1.13e-05
0.0005068,1.09e-05
0.000507,1.07e-05
0.0005072,9.7e-06
0.0005074,9.6e-06
0.0005076,9.6e-06
0.0005078,9.8e-06
0.000508,9.6e-06
0.0005082,1.07e-05
0.0005084,1.13e-05
0.0005086,1.12e-05
0.0005088,1.13e-05
0.000509,1.22e-05
0.0005092,1.24e-05
0.0005094,1.32e-05
0.0005096,1.39e-05
0.0005098,1.3e-05
0.00051,1.29e-05
0.0005102,1.39e-05
0.0005104,1.48e-05
0.0005106,1.47e-05
0.0005108,1.53e-05
0.000511,1.56e-05
0.0005112,1.61e-05
0.0005114,1.63e-05
0.0005116,1.66e-05
0.0005118,1.72e-05
0.000512,1.7e-05
0.0005122,1.71e-05
0.0005124,1.7e-05
0.0005126,1.67e-05
0.0005128,1.65e-05
0.000513,1.62e-05
0.0005132,1.44e-05
0.0005134,1.56e-05
0.0005136,1.33e-05
0.0005138,1.48e-05
0.000514,1.42e-05
0.0005142,1.28e-05
0.0005144,1.25e-05
0.0005146,1.21e-05
0.0005148,1.11e-05
0.000515,9.7e-06
