y_field,Ic
-0.01,4e-07
-0.0098,1e-06
-0.0096,1.4e-06
-0.0094,1.8e-06
-0.0092,1.8e-06
-0.009,2.2e-06
-0.0088,2e-06
-0.0086,1.8e-06
-0.0084,1.6e-06
-0.0082,1e-06
-0.008,8e-07
-0.0078,1.6e-06
-0.0076,2e-06
-0.0074,2.6e-06
-0.0072,3.4e-06
-0.007,4.4e-06
-0.0068,4e-06
-0.0066,3.8e-06
-0.0064,3.4e-06
-0.0062,3e-06
-0.006,2e-06
-0.0058,1.8e-06
-0.0056,3e-06
-0.0054,4.8e-06
-0.0052,6.4e-06
-0.005,6.4e-06
-0.0048,8.6e-06
-0.0046,8e-06
-0.0044,8.8e-06
-0.0042,8.8e-06
-0.004,9.8e-06
-0.0038,8.6e-06
-0.0036,8e-06
-0.0034,5.2e-06
-0.0032,3.4e-06
-0.003,3e-06
-0.0028,3.8e-06
-0.0026,3.8e-06
-0.0024,6.8e-06
-0.0022,8.6e-06
-0.002,1.28e-05
-0.0018,1.12e-05
-0.0016,1.6e-05
-0.0014,1.5e-05
-0.0012,1.28e-05
-0.0009999999999999,1.1e-05
-0.0008,6.8e-06
-0.0006,4.4e-06
-0.0003999999999999,4e-06
-0.0002,3.6e-06
0.0,3.4e-06
0.0002,4.4e-06
0.0004,6e-06
0.0006,5.4e-06
0.0008,6.8e-06
0.001,8.8e-06
0.0012,8.2e-06
0.0014,8e-06
0.0016,7.2e-06
0.0018,6.4e-06
0.002,4.6e-06
0.0022,3e-06
0.0024,1.2e-06
0.0026,1.2e-06
0.0028,1.4e-06
0.003,2.8e-06
0.0032,3.8e-06
0.0034,3.8e-06
0.0036,4.6e-06
0.0038,4.4e-06
0.004,3e-06
0.0042,2.8e-06
0.0044,1e-06
0.0046,1.4e-06
0.0048,8e-07
0.005,1e-06
0.0052,1.8e-06
0.0054,2e-06
0.0056,2e-06
0.0058,2e-06
0.006,2.2e-06
0.0062,2.2e-06
0.0064,1.6e-06
0.0066,1.2e-06
0.0068,1e-06
0.007,8e-07
0.0072,8e-07
0.0074,1.2e-06
0.0076,1.4e-06
0.0078,1.8e-06
0.008,1.2e-06
0.0082,1.4e-06
0.0084,1.2e-06
0.0086,1e-06
0.0088,8e-07
0.009,6e-07
0.0092,6e-07
0.0094,8e-07
0.0096,1e-06
0.0098,1e-06
0.01,1e-06
